msisdn,event_occurrence_flag,aggregated_call_drop_count,tenure_in_days,avg_recharge_3mo
918443665390,False,0.0,71,903.11
918217428333,False,0.0,1,583.58
919690594504,True,0.0,76,643.17
917506211965,True,0.0,55,223.06
917067198189,True,0.0,42,762.31
919168005699,True,0.0,32,304.8
919411057787,False,0.0,4,110.91
917364194056,True,0.0,14,961.33
917789785197,False,0.0,13,217.77
917859316945,True,0.0,66,565.14
919770939734,True,0.0,66,420.83
918073127233,True,0.0,14,454.33
918885790857,True,0.0,10,75.67
919763021449,False,0.0,65,626.99
917973744985,True,0.0,12,379.81
917337786687,False,0.0,63,254.12
917419728551,True,0.0,77,550.44
919418790740,False,0.0,26,989.35
919043698731,False,0.0,23,820.86
919779696951,True,0.0,94,969.64
918683269674,True,0.0,88,287.94
919262084520,False,0.0,27,825.89
919894673596,True,0.0,73,374.92
917979069637,True,0.0,62,418.49
917028399849,False,0.0,75,134.36
917851546865,True,0.0,64,491.91
917716681967,True,0.0,2,17.23
918194970235,True,0.0,19,672.47
917168584421,False,0.0,25,681.8
917425093520,True,0.0,58,343.48
918958628128,True,0.0,50,217.94
918311597141,False,0.0,3,820.7
919506801119,True,0.0,54,23.08
917113236420,True,0.0,23,706.52
918155671697,False,0.0,40,171.85
919625549685,True,0.0,85,305.13
917916347640,True,0.0,57,404.1
917357730247,True,0.0,89,287.5
918134900434,True,0.0,6,551.54
918138485826,True,0.0,82,265.72
917172050713,False,0.0,8,334.74
919307507627,True,0.0,50,987.18
917772223853,False,0.0,94,325.31
918206596621,False,0.0,56,420.19
917529222385,True,0.0,81,314.97
919632627835,True,0.0,37,34.93
917376233267,True,0.0,48,307.92
919485517370,False,0.0,21,493.57
918323003336,False,0.0,4,917.4
919925111890,True,0.0,28,404.73
917506487119,True,0.0,91,414.4
917521795675,True,0.0,43,29.64
919605446007,False,0.0,5,944.76
919163970710,False,0.0,90,232.06
918991800019,True,0.0,72,172.12
917639875354,False,0.0,58,304.96
918194675791,False,0.0,42,440.78
919638923659,False,0.0,53,333.34
918521714121,True,0.0,27,511.96
917597060483,False,0.0,57,7.69
918165144965,True,0.0,71,370.32
919371162526,True,0.0,5,458.8
918734202799,True,0.0,61,809.2
918457218442,True,0.0,73,151.95
919501256025,True,0.0,59,240.53
917062293591,False,0.0,51,729.84
919996283266,True,0.0,52,394.22
919029164060,False,0.0,67,221.68
917134319747,True,0.0,31,343.4
917600354779,False,0.0,66,421.33
918644068874,True,0.0,30,382.1
918995684432,True,0.0,83,546.65
919482206102,False,0.0,31,974.54
918978779220,True,0.0,54,925.9
917661074643,False,0.0,35,718.09
918181241943,False,0.0,12,664.64
919515465308,False,0.0,6,574.53
918811967841,True,0.0,38,599.41
917447116404,False,0.0,86,280.64
919960566236,False,0.0,5,901.71
919551341740,False,0.0,30,176.98
918146662918,False,0.0,63,342.12
919565153945,True,0.0,82,957.57
919115290517,True,0.0,85,574.18
918712595879,False,0.0,31,536.34
917545993322,True,0.0,75,207.43
919218954863,True,0.0,73,690.53
917114547603,False,0.0,65,349.82
919832148790,True,0.0,40,269.91
919751086697,False,0.0,98,869.07
917199447370,True,0.0,71,683.48
917351784589,False,0.0,54,873.16
917291889680,True,0.0,6,979.21
918475647712,True,0.0,65,351.67
918994013856,True,0.0,57,939.42
918311598149,True,0.0,85,98.83
918350275186,True,0.0,24,21.31
919611271078,False,0.0,99,179.53
917767990928,False,0.0,3,101.34
918482736884,True,0.0,21,668.26
917616657849,True,0.0,46,49.94
918198323340,True,0.0,75,753.24
919457877922,False,0.0,79,587.35
917077870311,False,0.0,47,110.93
917655579180,False,0.0,67,876.42
917656052639,True,0.0,29,971.37
918346087107,False,0.0,33,973.87
919568114320,False,0.0,31,80.05
918438512030,True,0.0,86,63.45
919320207740,False,0.0,89,959.09
919850615512,True,0.0,66,634.1
919287159563,True,0.0,95,951.11
919913696513,False,0.0,46,381.46
918251760286,False,0.0,72,907.06
919631321682,False,0.0,50,886.26
919179693243,True,0.0,59,381.52
919930900179,False,0.0,77,192.15
918174093450,False,0.0,6,911.67
917615447530,True,0.0,77,26.55
918079676542,True,0.0,28,556.17
919127657643,True,0.0,20,21.38
917752767775,False,0.0,19,470.68
918154334685,True,0.0,79,892.2
919367830246,True,0.0,67,505.5
919330497115,True,0.0,97,473.57
919955124970,True,0.0,59,317.63
919852263888,False,0.0,40,596.97
919985307816,True,0.0,0,860.37
917874275988,False,0.0,20,820.73
918342531599,False,0.0,42,4.66
917106532739,False,0.0,34,952.8
918961882949,True,0.0,83,479.78
919219050244,True,0.0,44,92.07
917244305931,False,0.0,6,1.06
917187657564,True,0.0,11,52.59
919829998009,True,0.0,15,0.42
918127677925,False,0.0,22,909.85
917496694873,True,0.0,88,58.69
919628533537,True,0.0,91,934.68
917809243907,True,0.0,38,240.53
918954246074,False,0.0,37,683.82
917572687073,False,0.0,7,848.73
919059515129,False,0.0,82,760.99
918692304102,True,0.0,9,101.59
919499255738,False,0.0,20,815.73
919600650037,True,0.0,95,611.03
917768360597,True,0.0,43,439.29
917298867122,True,0.0,60,570.82
917760366580,True,0.0,95,676.03
917661300942,False,0.0,46,433.25
919878128023,True,0.0,31,630.38
919697368099,True,0.0,76,274.74
917105495798,True,0.0,35,534.06
919038447866,True,0.0,69,61.33
918537440949,True,0.0,44,886.39
917575897664,True,0.0,70,425.4
917925915326,True,0.0,95,410.69
919181627202,True,0.0,61,42.43
919832069709,False,0.0,84,221.22
919774492599,True,0.0,56,635.75
917962483440,False,0.0,86,558.08
919998123321,True,0.0,18,772.37
917233595980,False,0.0,46,604.41
919676813221,True,0.0,98,712.31
918720532107,True,0.0,66,168.9
917615143045,True,0.0,71,764.62
919251560728,True,0.0,93,934.05
918295067571,True,0.0,67,951.18
917567622001,True,0.0,92,28.58
919075346043,False,0.0,74,326.97
918342094845,True,0.0,6,436.61
917139294754,True,0.0,90,898.2
919139369476,True,0.0,91,181.17
918093146603,False,0.0,31,649.36
917999329934,False,0.0,59,522.39
917526227599,False,0.0,34,277.1
919564552498,True,0.0,54,998.67
918415370893,False,0.0,12,946.08
919262584884,True,0.0,66,810.92
919043267129,True,0.0,35,220.9
918611439217,False,0.0,3,460.84
917130076950,False,0.0,95,306.59
919090232661,True,0.0,67,292.16
918967770105,True,0.0,68,231.06
918553854176,True,0.0,80,456.31
919820660931,False,0.0,93,66.53
918767792297,False,0.0,72,456.81
917040588163,False,0.0,32,543.1
919698511953,True,0.0,83,896.58
918619930972,True,0.0,26,889.12
917274695850,True,0.0,3,554.48
917271535964,True,0.0,76,467.76
918579864877,False,0.0,62,92.01
918995627518,True,0.0,42,439.75
918345247256,False,0.0,83,905.39
917022553699,False,0.0,50,719.39
918689065733,True,0.0,94,29.31
918991836786,False,0.0,38,661.51
919192202822,False,0.0,80,110.69
919831604672,False,0.0,85,535.4
918765670844,True,0.0,30,657.21
919363717591,True,0.0,94,901.97
919780439666,True,0.0,92,22.02
918043030161,False,0.0,46,806.7
919893241312,True,0.0,88,385.1
918178758213,True,0.0,40,742.13
917563524533,False,0.0,37,654.28
917355134188,True,0.0,45,786.85
917607196157,False,0.0,22,675.43
919249936731,True,0.0,64,663.43
917126555049,True,0.0,54,868.31
919952265565,True,0.0,51,286.54
917661989794,True,0.0,7,36.11
919447485590,True,0.0,75,723.7
917547374338,False,0.0,25,900.65
917489432865,True,0.0,12,194.39
918802089646,True,0.0,97,25.68
918080555408,False,0.0,80,23.77
917205082311,False,0.0,66,457.11
918969062219,False,0.0,16,719.85
918994056084,False,0.0,49,161.86
917328639113,True,0.0,33,518.41
917059780189,True,0.0,56,814.02
918630774093,True,0.0,87,898.47
918570200796,True,0.0,46,938.35
917011759631,True,0.0,22,691.41
918237578891,False,0.0,60,225.07
917551395583,False,0.0,0,186.99
918267467039,False,0.0,41,264.8
918028439863,False,0.0,59,627.88
918308032847,True,0.0,20,128.76
919109688769,True,0.0,99,117.34
918296423045,False,0.0,51,861.33
918186473561,True,0.0,7,332.81
918176977900,False,0.0,85,618.97
919110888847,True,0.0,94,835.66
918918360758,True,0.0,15,937.45
919750158124,False,0.0,12,522.92
917469306919,True,0.0,71,64.39
918028910147,True,0.0,79,697.3
917804841598,True,0.0,73,563.72
918028910147,True,0.0,18,697.3
918887869509,False,0.0,41,301.47
918145921803,True,0.0,41,271.84
918117936038,False,0.0,0,169.81
917698604397,False,0.0,43,479.72
919661410327,True,0.0,11,641.15
917000840218,False,0.0,31,685.22
919016446001,False,0.0,19,793.12
919110570534,False,0.0,88,117.87
917240752042,False,0.0,49,730.97
917610622521,True,0.0,80,913.14
918976686454,False,0.0,63,308.13
919772156452,True,0.0,56,995.38
918238551232,False,0.0,31,746.75
917109329542,False,0.0,74,485.65
918896312622,True,0.0,30,794.1
919702653209,False,0.0,85,629.43
918780831278,True,0.0,50,370.31
917323775634,True,0.0,23,269.73
919632983517,True,0.0,16,831.06
918620104855,False,0.0,1,194.9
917331013265,False,0.0,40,368.26
918947382419,False,0.0,62,553.03
918677115255,False,0.0,26,971.83
919639796200,False,0.0,53,881.66
917001233817,True,0.0,35,141.75
919326179846,True,0.0,57,405.74
919431451603,True,0.0,84,115.62
918836553621,True,0.0,62,454.39
919785614544,True,0.0,38,901.07
918757218651,False,0.0,10,532.17
919364360455,False,0.0,83,357.49
918523874287,True,0.0,11,809.79
918570267413,False,0.0,94,857.68
917398340369,True,0.0,29,168.63
918221405125,False,0.0,51,841.73
919597217228,True,0.0,73,63.37
917983297492,False,0.0,51,16.83
919122145416,True,0.0,11,216.32
917508469555,False,0.0,24,845.12
919998961044,True,0.0,76,254.95
919235986982,True,0.0,4,346.52
918345834347,False,0.0,34,379.07
917400330495,False,0.0,62,318.92
917364653118,False,0.0,90,618.6
919137772998,True,0.0,0,634.0
919946663769,True,0.0,54,160.14
918800599868,False,0.0,28,117.76
917937962865,False,0.0,46,396.02
919410529190,True,0.0,73,490.28
919140034179,True,0.0,95,212.88
918449071761,False,0.0,35,912.48
918136646449,True,0.0,15,738.27
918479250414,True,0.0,32,818.27
919915843503,True,0.0,85,154.23
918057314172,True,0.0,67,217.14
917751768690,True,0.0,47,43.33
919371162526,False,0.0,65,458.8
918666847218,False,0.0,27,77.44
918401239832,True,0.0,59,37.02
919137772998,False,0.0,99,634.0
919026213491,True,0.0,94,553.52
919021155136,True,0.0,35,452.81
919167021467,False,0.0,13,955.3
917973627242,True,0.0,9,940.2
919291890389,False,0.0,21,592.24
917271014739,True,0.0,20,168.8
917939393836,True,0.0,70,762.3
919880327491,False,0.0,24,605.48
919381646593,False,0.0,16,889.72
917000728926,False,0.0,49,954.76
919129513573,False,0.0,6,827.54
918327372855,False,0.0,32,150.45
917319322484,True,0.0,63,566.69
917035721701,True,0.0,8,162.43
919755074460,True,0.0,44,615.89
917189351213,False,0.0,85,346.32
918657587204,False,0.0,24,413.61
918183523503,False,0.0,36,58.23
917901058245,False,0.0,23,580.09
919842036826,False,0.0,64,778.76
919952295757,True,0.0,71,487.99
918546720356,True,0.0,49,780.86
918598757527,True,0.0,52,56.14
919321997415,False,0.0,18,825.86
917362190850,True,0.0,44,143.58
919764430053,True,0.0,46,319.6
917642441295,True,0.0,94,627.19
917708600119,False,0.0,41,498.22
919071783372,True,0.0,17,567.73
917360474643,True,0.0,96,625.41
919110742781,True,0.0,2,823.54
919457624231,True,0.0,61,758.97
918059257080,True,0.0,89,410.75
917157284993,False,0.0,64,438.22
919418790740,False,0.0,69,989.35
919337965699,True,0.0,35,235.94
917695895299,True,0.0,94,740.52
919398683232,True,0.0,100,919.16
917010508398,True,0.0,79,294.0
918014453592,True,0.0,25,678.22
919313174562,False,0.0,83,152.44
919691599845,True,0.0,26,529.63
918844300709,False,0.0,76,166.75
919449180965,True,0.0,37,634.89
919637264426,True,0.0,78,421.6
917280741389,False,0.0,38,307.43
917479101035,True,0.0,88,150.32
919528924461,False,0.0,61,988.63
918512701547,True,0.0,6,665.51
917789785197,False,0.0,54,217.77
917026333597,False,0.0,71,685.29
917701808367,True,0.0,7,558.38
918701018911,True,0.0,3,258.02
918682482133,True,0.0,69,709.66
919460306692,True,0.0,45,389.22
917412795741,False,0.0,50,611.48
917190420322,True,0.0,60,196.93
917935572425,True,0.0,12,77.13
919364991672,True,0.0,63,83.48
919070987704,True,0.0,100,865.05
918969024554,False,0.0,69,116.33
917224908174,False,0.0,27,138.51
919794049663,False,0.0,89,43.37
918358945892,True,0.0,70,39.61
919406685070,True,0.0,8,263.83
919021598245,False,0.0,50,684.65
917458072318,False,0.0,34,613.93
918718080443,False,0.0,55,686.06
917470939445,True,0.0,21,211.62
919788429082,True,0.0,31,987.59
918235614989,True,0.0,36,125.86
917256143439,False,0.0,82,244.36
918737739017,True,0.0,56,483.19
918466117662,True,0.0,38,280.47
918728296502,True,0.0,95,537.79
917572823571,False,0.0,63,846.12
917339428835,True,0.0,26,631.27
919621354709,True,0.0,93,181.26
917353670997,True,0.0,84,790.84
918994135221,True,0.0,17,713.28
918948821078,True,0.0,13,732.22
917499368558,False,0.0,1,377.44
919117634585,True,0.0,96,112.31
917807168703,True,0.0,8,929.5
918355711871,False,0.0,84,303.21
917647588523,True,0.0,62,198.91
917988114061,True,0.0,99,419.5
917770695571,True,0.0,98,790.81
918769661076,False,0.0,82,757.6
917685978550,False,0.0,96,308.57
919957849462,True,0.0,88,261.03
919179693243,True,0.0,56,381.52
918584392711,True,0.0,73,278.41
917189351213,False,0.0,53,346.32
918976385116,True,0.0,66,744.53
919389594115,True,0.0,94,619.28
919042811108,True,0.0,92,736.74
917461696451,False,0.0,42,204.0
917857641458,False,0.0,87,615.56
917053002550,False,0.0,24,857.81
917138754863,True,0.0,1,522.09
918713658874,True,0.0,95,509.9
919531370274,True,0.0,49,870.79
919058446131,False,0.0,13,259.48
918340499510,True,0.0,60,922.09
918910126009,True,0.0,97,555.15
917354528565,True,0.0,53,560.8
918584496586,True,0.0,69,315.02
919170137829,True,0.0,84,8.3
918579864877,False,0.0,47,92.01
919429027360,False,0.0,25,185.4
919102209245,False,0.0,28,319.61
917698594025,False,0.0,80,822.95
917204991360,False,0.0,0,359.12
919772404776,False,0.0,90,688.56
919928462203,False,0.0,66,478.6
917836038153,True,0.0,14,673.32
918471755952,False,0.0,64,226.5
917719731446,False,0.0,57,354.86
919841827734,False,0.0,69,723.2
919218356672,True,0.0,76,10.31
919640587058,False,0.0,53,505.66
918540170604,False,0.0,57,985.67
918428741189,True,0.0,27,432.41
919170137829,True,0.0,66,8.3
918158329197,False,0.0,72,793.91
917419420333,True,0.0,63,946.1
918502468844,True,0.0,38,799.11
917714418166,False,0.0,66,661.77
917882832553,True,0.0,22,595.75
919418790740,True,0.0,77,989.35
918590759039,False,0.0,85,789.93
918758503592,False,0.0,34,858.86
917642708893,False,0.0,50,896.19
917952396600,True,0.0,29,432.29
918014096062,False,0.0,94,122.37
918549972386,False,0.0,56,400.32
918799990470,True,0.0,65,520.93
919937966520,False,0.0,82,455.41
917705895455,True,0.0,75,542.66
919391179068,True,0.0,54,284.01
918194970235,False,0.0,61,672.47
919105400301,False,0.0,8,321.83
917415802902,False,0.0,83,810.52
918554039848,True,0.0,90,154.23
917183379287,True,0.0,31,690.02
917002903074,False,0.0,62,680.22
917987042690,False,0.0,67,740.2
917065917432,True,0.0,66,835.92
919252218154,True,0.0,8,916.01
918186473561,False,0.0,94,332.81
919996267442,False,0.0,99,824.65
918136107759,True,0.0,3,210.61
917761078677,False,0.0,1,802.4
919207160929,True,0.0,3,631.55
917331578205,True,0.0,89,333.06
919602550993,False,0.0,34,699.34
918072433719,True,0.0,69,260.03
919802348672,False,0.0,61,640.36
918702274064,True,0.0,34,139.08
919240979855,True,0.0,6,868.24
917762009939,False,0.0,36,548.32
918135840948,False,0.0,47,783.39
919107452219,True,0.0,30,772.99
917623424790,True,0.0,21,548.32
918264942028,False,0.0,81,453.79
919026213491,True,0.0,95,553.52
917494650131,True,0.0,68,752.06
918821616017,True,0.0,67,688.1
919655339870,False,0.0,64,565.33
919448450685,False,0.0,57,979.15
919779696951,True,0.0,16,969.64
918008752943,False,0.0,9,63.99
919325505783,True,0.0,27,116.95
918138832493,True,0.0,90,221.29
917802373824,True,0.0,40,42.77
919762327862,False,0.0,0,988.03
919139567857,False,0.0,56,543.93
919001129658,True,0.0,18,122.01
917610622521,True,0.0,31,913.14
919121337685,False,0.0,44,190.26
918506741005,False,0.0,25,873.74
917920299834,True,0.0,39,270.7
917312606333,False,0.0,47,285.35
918138409539,True,0.0,73,904.01
919993838759,True,0.0,47,774.28
917478163327,False,0.0,38,31.29
918571688961,True,0.0,28,822.89
918595939306,True,0.0,41,551.67
918446708474,False,0.0,20,870.81
917241030242,False,0.0,62,654.14
919059515129,False,0.0,15,760.99
917929613915,False,0.0,34,623.95
918612899327,False,0.0,38,286.1
918121448210,False,0.0,70,388.44
919755618874,False,0.0,79,760.16
918870403050,True,0.0,6,128.79
917156991958,True,0.0,75,542.45
918947217245,False,0.0,87,516.14
919176195719,False,0.0,35,27.95
918652113468,True,0.0,23,892.66
918948393831,True,0.0,1,471.07
919483321097,True,0.0,42,359.56
917722124509,False,0.0,7,838.04
917857695227,True,0.0,96,493.59
918632087531,False,0.0,84,879.15
919842377282,False,0.0,12,79.37
919823396242,False,0.0,87,218.16
919347621138,True,0.0,69,264.96
917137310137,True,0.0,1,833.0
919278475421,False,0.0,52,899.86
917564985269,True,0.0,46,612.87
917599707677,False,0.0,60,16.26
918915999663,False,0.0,29,244.08
919622240691,True,0.0,98,96.21
918475647712,False,0.0,88,351.67
919371272694,False,0.0,95,649.42
918314754322,False,0.0,93,319.14
918716605598,True,0.0,18,114.03
917733718685,True,0.0,21,873.89
918231317910,True,0.0,73,852.99
919609592494,True,0.0,66,280.1
918358798143,True,0.0,51,375.45
918892254518,False,0.0,61,409.87
919070046110,True,0.0,24,524.88
917681205304,False,0.0,40,997.24
918725373847,False,0.0,85,909.28
919355984014,False,0.0,96,732.63
917974021007,False,0.0,40,107.17
919304513663,True,0.0,80,973.37
917343411869,True,0.0,85,43.87
919836279709,False,0.0,78,186.48
918793981895,True,0.0,58,710.57
918163577186,False,0.0,43,705.65
917647588523,False,0.0,19,198.91
918713394023,True,0.0,62,874.37
918978370498,False,0.0,8,404.05
917678950361,False,0.0,0,994.0
917460852958,False,0.0,2,647.87
919187880715,False,0.0,42,840.24
918803136972,True,0.0,39,455.62
917718625803,True,0.0,19,701.14
918385585907,False,0.0,36,317.44
919077734079,False,0.0,69,990.2
917055685277,True,0.0,3,971.54
917550606479,False,0.0,67,818.16
917789711774,True,0.0,74,376.79
917089101055,False,0.0,99,446.57
918429633718,False,0.0,12,464.27
919427650861,False,0.0,75,687.2
919276297510,False,0.0,76,426.2
918215730003,False,0.0,25,143.23
919913311922,True,0.0,21,456.37
918780010572,True,0.0,94,144.22
918378170698,False,0.0,82,338.67
917189107235,False,0.0,21,243.94
918013465558,True,0.0,97,161.86
918510792572,True,0.0,29,364.7
917189995314,True,0.0,2,970.6
917136505587,False,0.0,60,914.34
917602887521,True,0.0,42,575.83
919420256439,True,0.0,25,64.67
918391242279,False,0.0,60,841.73
918349409434,True,0.0,34,579.29
919577014150,False,0.0,69,906.37
918422277848,True,0.0,15,825.95
919819193463,False,0.0,81,280.3
917794944308,True,0.0,56,370.62
919948595172,False,0.0,6,874.29
917638373812,True,0.0,89,879.31
919660933507,False,0.0,66,596.99
919885653126,False,0.0,3,416.35
917171347175,False,0.0,57,614.73
919106900240,True,0.0,69,722.6
917209088658,True,0.0,52,152.37
918397737837,False,0.0,4,857.43
917577551466,True,0.0,52,558.74
919260419271,False,0.0,95,824.07
918181241943,True,0.0,41,664.64
918932402710,True,0.0,24,182.81
919508990774,True,0.0,34,676.93
917330486187,False,0.0,62,625.17
917444900634,False,0.0,60,608.39
917005154842,True,0.0,24,214.64
918278244804,True,0.0,59,609.07
918385585907,True,0.0,29,317.44
918663571006,False,0.0,13,989.77
917597769760,False,0.0,29,532.13
919053775623,True,0.0,24,821.46
919617747281,False,0.0,6,774.15
917133114792,True,0.0,57,844.6
917205988231,True,0.0,92,76.92
918172248246,True,0.0,1,880.93
917430693397,True,0.0,5,59.39
919110742781,True,0.0,59,823.54
918934982045,False,0.0,12,120.07
918509882812,True,0.0,13,455.6
917456399159,False,0.0,81,64.97
919538197680,False,0.0,19,921.32
919193890388,False,0.0,81,617.07
917044325089,False,0.0,21,363.18
919007425404,False,0.0,16,910.76
919691864041,True,0.0,87,677.51
917005154842,False,0.0,90,214.64
918737581980,True,0.0,19,226.48
918934902523,False,0.0,24,148.03
919913311922,True,0.0,65,456.37
918564654057,True,0.0,65,226.22
919569503643,False,0.0,14,543.13
919338463041,True,0.0,48,174.2
919755618874,True,0.0,100,760.16
918993550742,True,0.0,85,70.86
917685904828,False,0.0,22,417.66
918378934717,False,0.0,81,117.31
918907911904,True,0.0,48,481.95
919013323898,True,0.0,95,363.93
917676952884,True,0.0,86,863.79
918371454094,False,0.0,3,558.67
917808428103,True,0.0,32,949.92
918918110391,False,0.0,49,71.37
918868992531,True,0.0,35,211.6
919697019445,True,0.0,41,771.36
919831604672,False,0.0,51,535.4
918397488262,False,0.0,67,893.27
917336590217,False,0.0,100,322.09
918173687378,False,0.0,4,634.48
917007721941,False,0.0,10,539.68
919424473755,False,0.0,45,797.14
917519709079,False,0.0,34,795.49
919204784775,True,0.0,44,376.64
917882382645,True,0.0,2,450.61
