msisdn,event_occurrence_flag,estimated_clv_amt,tenure_in_days,avg_recharge_3mo,satisfaction_score,total_call_drops_past_period,total_handover_failures_past_period,avg_rsrp_dbm_past_period
917621430136,False,3295.29,41,421.41,72,0.0,4.0,76.0
918382129132,True,1800.35,22,633.97,9,0.0,5.0,39.166666666666664
919137464556,False,4489.91,6,774.28,95,0.0,6.0,49.25
917566056427,False,1432.88,25,0.85,27,0.0,7.0,73.0
919387104291,True,1188.92,12,989.54,99,0.0,5.0,66.66666666666667
917562851356,True,2154.05,81,735.22,75,0.0,6.0,24.714285714285715
919354296652,True,4740.5,27,7.45,70,1.0,5.0,68.85714285714286
919559111385,False,2900.78,9,289.13,16,0.0,3.0,62.4
917031001012,True,2974.94,16,778.63,71,0.0,2.0,22.0
919254075750,True,3056.61,56,45.49,57,0.0,6.0,21.0
917999329934,False,4485.61,53,522.39,98,0.0,6.0,44.666666666666664
918252687769,True,2378.13,44,123.73,11,0.0,6.0,56.666666666666664
917640570713,False,2027.34,2,631.06,97,0.0,8.0,40.666666666666664
917765571034,False,499.29,73,746.67,12,0.0,6.0,37.8
919975143612,True,3078.99,12,762.36,57,0.0,7.0,35.4
918270126729,True,297.97,5,785.37,45,0.0,3.0,41.333333333333336
919808105335,True,1342.14,80,104.43,53,0.0,5.0,50.5
919484528348,True,2083.11,89,318.27,26,1.0,5.0,44.25
918405969000,False,2349.78,74,31.13,42,0.0,11.0,47.857142857142854
918438888667,True,3132.15,86,284.5,55,0.0,9.0,43.75
919286128610,True,2936.2,73,307.99,47,0.0,0.0,31.6
917610900200,False,2840.92,24,420.71,22,0.0,2.0,35.0
917877990647,True,4313.02,87,668.29,71,0.0,4.0,35.0
917521247759,False,2379.24,51,891.28,23,0.0,2.0,27.5
918121534958,True,3293.17,78,76.35,66,0.0,1.0,32.0
918457293575,True,2543.12,47,144.18,87,0.0,6.0,75.0
917433348075,False,4930.29,30,203.45,98,0.0,8.0,30.0
919781891923,False,3508.27,9,476.1,91,0.0,5.0,61.285714285714285
919955544302,True,2605.12,52,480.24,91,0.0,6.0,66.6
917308146694,True,2372.39,44,228.54,8,0.0,5.0,48.2
919616197747,True,1527.01,2,834.76,23,0.0,10.0,45.0
917783432867,False,4042.87,71,718.4,20,0.0,3.0,46.0
919805802822,True,1803.1,32,342.62,7,0.0,7.0,55.6
918345840745,True,1568.94,9,351.13,93,0.0,5.0,44.0
918632978535,True,1618.54,64,934.83,15,0.0,5.0,50.75
917889687133,True,3321.99,45,200.67,97,0.0,2.0,53.333333333333336
919369078206,True,866.5,86,244.44,28,0.0,6.0,74.5
918107613491,True,3007.46,40,391.78,6,0.0,6.0,64.25
919060961937,True,1663.81,49,548.39,75,0.0,5.0,73.66666666666667
919849088142,False,4967.91,97,41.89,47,0.0,9.0,33.75
917360648843,False,4523.76,35,876.22,94,0.0,5.0,46.25
917985635941,True,1875.87,26,888.6,49,0.0,4.0,32.0
917373780031,False,3510.31,77,284.41,5,0.0,8.0,43.0
918774282158,False,2192.11,68,223.02,36,0.0,6.0,32.44444444444444
917480468219,False,4770.05,5,778.65,24,0.0,6.0,51.888888888888886
918673848685,True,201.1,6,1.44,96,0.0,6.0,40.333333333333336
919674551397,True,3823.95,32,829.41,81,0.0,7.0,32.333333333333336
919905492920,False,4469.47,84,361.01,31,0.0,9.0,96.5
918793484162,True,1715.12,88,229.58,39,0.0,2.0,48.142857142857146
919130846652,True,735.62,85,415.24,33,0.0,5.0,52.4
919595403573,False,164.77,28,338.27,84,0.0,4.0,55.375
917338258951,False,1446.7,39,516.86,11,0.0,3.0,38.666666666666664
918099375147,False,3076.35,98,197.69,4,0.0,4.0,51.0
917194314620,False,745.28,47,858.13,50,0.0,6.0,50.57142857142857
919646649013,False,4684.17,15,129.18,29,0.0,2.0,45.75
919778843173,True,3426.16,64,876.88,50,0.0,5.0,49.0
919787996193,True,4913.63,73,261.63,85,0.0,4.0,45.833333333333336
919343459102,False,993.86,45,368.07,69,0.0,4.0,19.0
917353183979,False,3351.65,69,750.42,71,0.0,4.0,61.142857142857146
919395869480,True,4725.16,33,228.85,86,0.0,3.0,44.0
917624378340,True,1091.94,37,227.96,62,0.0,3.0,57.0
917314652384,True,2833.76,4,460.17,30,0.0,2.0,60.25
918913333579,False,4269.21,43,179.12,38,0.0,8.0,57.25
918447885778,False,1504.96,23,648.85,6,0.0,3.0,63.57142857142857
917442823293,True,4574.41,51,476.19,15,0.0,3.0,59.6
918967770105,False,2319.01,47,231.06,67,0.0,5.0,45.833333333333336
917835479352,False,656.35,98,701.71,62,0.0,5.0,52.0
917676220116,False,3377.64,38,114.25,83,0.0,3.0,48.0
919278152876,False,19.34,0,315.69,16,0.0,4.0,52.5
917573420239,False,4015.88,88,114.38,80,0.0,8.0,60.5
919877733629,False,931.87,22,810.15,2,0.0,7.0,41.5
919318297747,True,1855.42,2,289.8,99,0.0,4.0,59.0
919563707272,False,1382.29,25,364.75,70,0.0,2.0,79.5
918699484121,False,4033.88,70,337.87,73,0.0,11.0,47.55555555555556
919398410571,False,1998.33,3,935.16,51,0.0,4.0,31.0
918265162573,False,2909.3,19,238.27,76,0.0,7.0,58.75
917022391377,False,3679.65,69,28.13,12,1.0,2.0,34.6
917375899416,True,61.38,5,667.54,49,0.0,8.0,41.5
919303029031,True,2878.27,31,992.49,10,0.0,7.0,39.0
918792012815,False,4154.59,94,525.25,23,0.0,10.0,48.0
918403792057,False,4758.06,76,4.8,76,0.0,4.0,49.0
919366355159,False,3808.53,29,257.65,41,0.0,6.0,37.666666666666664
919774492599,False,4030.82,95,635.75,88,0.0,2.0,49.285714285714285
917387652480,True,805.41,88,37.51,72,0.0,5.0,56.142857142857146
919517360884,True,1811.22,67,162.28,37,1.0,5.0,37.8
917357561213,False,2984.57,1,371.7,90,0.0,4.0,41.666666666666664
918013465558,True,3105.54,81,161.86,94,0.0,7.0,49.0
917527259496,False,3670.59,9,398.67,5,0.0,9.0,73.83333333333333
917221348142,False,3062.84,68,119.05,79,0.0,3.0,53.0
919652916423,False,1233.29,92,54.58,85,0.0,4.0,53.5
918567067057,False,2784.27,76,597.76,88,0.0,5.0,39.5
918708879427,True,194.73,18,727.5,39,0.0,3.0,41.8
918686352103,True,2714.8,38,106.56,95,1.0,7.0,43.125
917004943787,False,316.76,95,907.34,17,0.0,3.0,34.0
918032398249,False,1533.78,12,241.97,23,0.0,2.0,40.0
917474439845,True,20.33,9,209.06,85,1.0,3.0,46.833333333333336
919187920410,False,551.55,16,908.83,74,0.0,1.0,53.166666666666664
917430372878,False,2158.71,46,775.07,23,0.0,6.0,41.0
917280647907,True,1593.93,37,884.03,98,0.0,5.0,24.0
918648021756,True,893.6,57,398.15,16,0.0,4.0,30.6
918699887270,True,4681.75,95,708.02,70,0.0,7.0,34.166666666666664
918178884276,True,3821.25,25,869.69,1,0.0,4.0,60.75
918720627470,True,743.37,82,238.95,22,0.0,3.0,36.25
917673621345,False,4598.03,32,696.9,67,0.0,4.0,84.0
918791674708,True,3815.49,37,554.79,70,0.0,8.0,15.4
919567466567,False,4043.55,6,906.38,77,0.0,3.0,37.2
919658245206,True,3947.83,37,965.98,46,0.0,5.0,49.857142857142854
919082029167,True,838.02,68,620.74,41,0.0,3.0,48.25
919736820502,False,1066.49,36,601.31,2,0.0,7.0,44.875
917089365072,True,601.34,24,171.81,36,0.0,3.0,44.75
917717967293,True,104.54,18,104.22,98,0.0,4.0,43.333333333333336
917661527911,False,995.85,40,814.44,49,0.0,4.0,64.66666666666667
919843139149,True,1382.17,49,604.52,6,0.0,3.0,28.0
918612105539,False,78.51,43,655.68,66,0.0,6.0,46.142857142857146
917855069520,True,2281.45,80,241.45,59,0.0,4.0,42.0
919022142957,False,3837.68,5,599.54,29,0.0,6.0,69.6
918819241774,False,892.74,79,941.78,13,0.0,8.0,54.142857142857146
918811967841,True,1594.35,18,599.41,3,0.0,4.0,42.25
917162629078,True,1536.46,9,784.25,25,0.0,3.0,67.4
918391890561,True,422.85,24,74.96,7,0.0,6.0,47.55555555555556
919146875428,True,4156.9,98,265.62,88,0.0,6.0,76.66666666666667
919106900240,True,2090.93,42,722.6,98,0.0,2.0,37.0
918196591018,True,371.83,88,396.95,34,0.0,9.0,70.0
919473979489,False,3367.18,58,508.06,20,0.0,0.0,67.28571428571429
919888081200,False,2937.67,97,931.75,83,0.0,2.0,50.4
917197323378,True,1771.09,59,600.02,1,0.0,2.0,80.0
917732578761,True,1334.22,99,389.47,47,0.0,1.0,50.0
917366076664,False,23.94,58,743.42,23,0.0,2.0,50.2
918115862756,True,785.88,92,936.68,2,0.0,2.0,54.0
917149157745,True,2063.02,65,426.79,61,0.0,3.0,76.0
919674707124,False,3482.32,36,513.98,96,0.0,5.0,58.42857142857143
918925327382,False,331.9,62,542.56,63,0.0,1.0,54.2
919121337685,True,4405.41,99,190.26,47,0.0,3.0,59.0
918915048861,True,2981.49,25,145.05,54,0.0,7.0,43.714285714285715
919694254580,True,3448.89,6,94.89,43,1.0,4.0,76.25
919369078206,False,2649.47,51,244.44,28,0.0,6.0,74.5
919482196541,False,838.54,87,381.17,30,0.0,5.0,38.333333333333336
917911047815,False,1196.71,70,677.18,52,0.0,4.0,37.57142857142857
919633107545,False,2678.11,17,378.38,75,0.0,4.0,60.666666666666664
918935866295,False,1736.69,41,655.08,51,0.0,9.0,49.57142857142857
919993006274,False,4934.18,28,609.59,39,0.0,1.0,53.25
918841810119,True,4498.44,6,766.99,50,0.0,3.0,71.25
919555408498,False,3752.11,26,219.49,44,0.0,5.0,1.0
918032089545,True,1738.65,29,991.5,40,0.0,5.0,46.666666666666664
918443665390,False,4288.02,71,903.11,57,0.0,2.0,54.75
918217428333,False,2208.88,1,583.58,18,0.0,3.0,61.4
919690594504,True,2897.14,76,643.17,61,0.0,8.0,57.2
917506211965,True,1278.52,55,223.06,70,0.0,6.0,50.4
917067198189,True,3008.61,42,762.31,47,0.0,8.0,57.25
919168005699,True,2616.47,32,304.8,41,0.0,4.0,48.857142857142854
919411057787,False,225.08,4,110.91,70,0.0,2.0,54.57142857142857
917364194056,True,536.54,14,961.33,33,0.0,4.0,39.714285714285715
917789785197,False,2188.81,13,217.77,76,0.0,3.0,42.4
917859316945,True,3811.68,66,565.14,82,0.0,4.0,69.125
919770939734,True,1939.55,66,420.83,0,0.0,3.0,47.4
918073127233,True,1068.29,14,454.33,27,0.0,6.0,60.4
918885790857,True,2547.14,10,75.67,73,0.0,3.0,47.5
919763021449,False,537.29,65,626.99,12,0.0,6.0,71.0
917973744985,True,4220.43,12,379.81,73,0.0,5.0,46.333333333333336
917337786687,False,4209.22,63,254.12,71,0.0,5.0,30.6
917419728551,True,2941.34,77,550.44,41,0.0,8.0,51.857142857142854
919418790740,False,4951.35,26,989.35,69,0.0,3.0,61.0
919043698731,False,1060.29,23,820.86,74,0.0,9.0,43.0
919779696951,True,3692.39,94,969.64,8,0.0,7.0,75.0
918683269674,True,2378.11,88,287.94,44,0.0,5.0,25.0
919262084520,False,3889.25,27,825.89,41,0.0,2.0,49.0
919894673596,True,1574.67,73,374.92,53,0.0,0.0,42.6
917979069637,True,2027.1,62,418.49,19,0.0,3.0,36.714285714285715
917028399849,False,3348.63,75,134.36,29,0.0,4.0,57.0
917851546865,True,914.29,64,491.91,9,0.0,4.0,67.8
917716681967,True,3516.5,2,17.23,30,0.0,7.0,39.666666666666664
918194970235,True,2990.22,19,672.47,0,0.0,9.0,21.0
917168584421,False,417.25,25,681.8,16,0.0,0.0,62.25
917425093520,True,547.27,58,343.48,8,0.0,6.0,25.5
918958628128,True,3077.94,50,217.94,97,0.0,6.0,48.75
918311597141,False,111.03,3,820.7,11,0.0,7.0,48.285714285714285
919506801119,True,4221.77,54,23.08,63,0.0,5.0,50.0
917113236420,True,399.3,23,706.52,43,0.0,4.0,38.0
918155671697,False,735.53,40,171.85,56,0.0,2.0,46.0
919625549685,True,1380.35,85,305.13,12,0.0,5.0,50.714285714285715
917916347640,True,2260.17,57,404.1,89,0.0,4.0,32.8
917357730247,True,3369.78,89,287.5,53,0.0,7.0,44.833333333333336
918134900434,True,4040.88,6,551.54,91,0.0,7.0,52.25
918138485826,True,1364.64,82,265.72,44,0.0,3.0,50.75
917172050713,False,4857.89,8,334.74,66,0.0,6.0,56.5
919307507627,True,1334.54,50,987.18,81,0.0,4.0,40.333333333333336
917772223853,False,4824.18,94,325.31,32,0.0,10.0,36.0
918206596621,False,628.82,56,420.19,5,0.0,3.0,63.25
917529222385,True,924.94,81,314.97,2,0.0,5.0,51.333333333333336
919632627835,True,434.5,37,34.93,0,0.0,5.0,67.75
917376233267,True,1067.11,48,307.92,47,0.0,9.0,53.6
919485517370,False,2337.78,21,493.57,76,0.0,2.0,37.0
918323003336,False,3722.02,4,917.4,35,0.0,10.0,71.83333333333333
919925111890,True,3112.74,28,404.73,49,0.0,5.0,35.0
917506487119,True,3864.59,91,414.4,54,0.0,4.0,31.8
917521795675,True,3856.92,43,29.64,71,0.0,2.0,54.6
919605446007,False,4772.6,5,944.76,18,0.0,4.0,64.66666666666667
919163970710,False,3606.6,90,232.06,46,0.0,7.0,18.2
918991800019,True,436.74,72,172.12,90,0.0,2.0,52.0
917639875354,False,1604.03,58,304.96,58,0.0,4.0,26.0
918194675791,False,1786.55,42,440.78,52,0.0,2.0,62.36363636363637
919638923659,False,1653.94,53,333.34,34,0.0,4.0,57.666666666666664
918521714121,True,2480.36,27,511.96,14,0.0,5.0,50.5
917597060483,False,1178.28,57,7.69,25,0.0,6.0,54.6
918165144965,True,2877.33,71,370.32,10,0.0,6.0,63.0
919371162526,True,136.08,5,458.8,20,0.0,4.0,67.8
918734202799,True,4859.09,61,809.2,81,0.0,6.0,37.27272727272727
918457218442,True,4920.98,73,151.95,15,0.0,4.0,31.714285714285715
919501256025,True,2197.25,59,240.53,18,0.0,3.0,15.0
917062293591,False,783.4,51,729.84,94,0.0,5.0,60.25
919996283266,True,3319.18,52,394.22,14,0.0,4.0,56.0
919029164060,False,3662.72,67,221.68,31,0.0,4.0,51.57142857142857
917134319747,True,4027.88,31,343.4,6,0.0,1.0,56.8
917600354779,False,3693.34,66,421.33,40,0.0,8.0,59.25
918644068874,True,4417.65,30,382.1,80,0.0,4.0,41.0
918995684432,True,2614.36,83,546.65,90,0.0,6.0,42.75
919482206102,False,2826.27,31,974.54,19,0.0,2.0,52.75
918978779220,True,1537.52,54,925.9,41,0.0,7.0,56.4
917661074643,False,3205.29,35,718.09,72,0.0,6.0,55.25
918181241943,False,33.93,12,664.64,43,1.0,6.0,
919515465308,False,4159.65,6,574.53,63,0.0,4.0,51.5
918811967841,True,1442.24,38,599.41,3,0.0,4.0,42.25
917447116404,False,2613.33,86,280.64,20,0.0,5.0,44.166666666666664
919960566236,False,2888.43,5,901.71,68,0.0,2.0,94.33333333333333
919551341740,False,4618.99,30,176.98,25,0.0,4.0,48.5
918146662918,False,2000.94,63,342.12,11,0.0,5.0,76.5
919565153945,True,2449.72,82,957.57,59,0.0,6.0,88.5
919115290517,True,3077.58,85,574.18,99,0.0,7.0,61.0
918712595879,False,752.78,31,536.34,30,0.0,7.0,68.8
917545993322,True,3791.67,75,207.43,11,0.0,3.0,48.333333333333336
919218954863,True,4784.38,73,690.53,61,0.0,6.0,42.666666666666664
917114547603,False,43.46,65,349.82,48,0.0,3.0,62.0
919832148790,True,252.89,40,269.91,96,0.0,6.0,68.14285714285714
919751086697,False,2539.01,98,869.07,11,0.0,6.0,72.33333333333333
917199447370,True,4105.51,71,683.48,48,0.0,8.0,37.333333333333336
917351784589,False,34.71,54,873.16,99,1.0,7.0,42.875
917291889680,True,2177.31,6,979.21,75,1.0,5.0,50.0
918475647712,True,4237.44,65,351.67,18,0.0,3.0,48.714285714285715
918994013856,True,698.64,57,939.42,93,0.0,3.0,52.5
918311598149,True,2154.68,85,98.83,9,0.0,3.0,44.8
918350275186,True,4750.54,24,21.31,13,0.0,8.0,48.0
919611271078,False,349.11,99,179.53,28,0.0,1.0,74.66666666666667
917767990928,False,4107.31,3,101.34,54,0.0,5.0,30.5
918482736884,True,4335.15,21,668.26,36,0.0,3.0,51.285714285714285
917616657849,True,1197.7,46,49.94,78,0.0,7.0,53.6
918198323340,True,2123.93,75,753.24,52,0.0,6.0,43.75
919457877922,False,4813.48,79,587.35,20,0.0,7.0,52.0
917077870311,False,3414.39,47,110.93,27,0.0,9.0,81.0
917655579180,False,743.87,67,876.42,50,0.0,6.0,40.5
917656052639,True,4864.78,29,971.37,41,0.0,4.0,54.0
918346087107,False,2360.69,33,973.87,4,0.0,7.0,45.5
919568114320,False,4693.36,31,80.05,11,0.0,9.0,49.57142857142857
918438512030,True,2188.21,86,63.45,98,0.0,2.0,57.333333333333336
919320207740,False,834.78,89,959.09,38,0.0,2.0,84.0
919850615512,True,3893.16,66,634.1,20,0.0,7.0,49.09090909090909
919287159563,True,2241.69,95,951.11,18,0.0,8.0,52.125
919913696513,False,1667.27,46,381.46,53,0.0,8.0,46.5
918251760286,False,2433.67,72,907.06,88,0.0,6.0,40.666666666666664
919631321682,False,4910.46,50,886.26,100,0.0,1.0,43.2
919179693243,True,1162.42,59,381.52,5,0.0,6.0,66.5
919930900179,False,1085.4,77,192.15,41,0.0,5.0,38.2
918174093450,False,3936.68,6,911.67,55,0.0,3.0,53.0
917615447530,True,178.77,77,26.55,81,0.0,4.0,76.0
918079676542,True,1377.32,28,556.17,22,0.0,7.0,60.8
919127657643,True,1649.16,20,21.38,67,0.0,9.0,40.25
917752767775,False,795.9,19,470.68,13,0.0,7.0,52.4
918154334685,True,3701.13,79,892.2,38,0.0,7.0,40.5
919367830246,True,941.01,67,505.5,65,0.0,4.0,59.333333333333336
919330497115,True,973.57,97,473.57,39,0.0,3.0,37.0
919955124970,True,4716.89,59,317.63,41,0.0,6.0,57.0
919852263888,False,204.69,40,596.97,97,0.0,6.0,42.166666666666664
919985307816,True,3455.09,0,860.37,63,0.0,6.0,58.0
917874275988,False,971.76,20,820.73,12,0.0,7.0,30.333333333333332
918342531599,False,2462.26,42,4.66,1,0.0,11.0,35.6
917106532739,False,3013.17,34,952.8,89,1.0,5.0,46.666666666666664
918961882949,True,4754.49,83,479.78,48,0.0,5.0,52.75
919219050244,True,2608.32,44,92.07,45,0.0,6.0,90.0
917244305931,False,2471.08,6,1.06,46,0.0,3.0,33.0
917187657564,True,4917.13,11,52.59,67,0.0,3.0,51.666666666666664
919829998009,True,4563.22,15,0.42,58,0.0,6.0,26.166666666666668
918127677925,False,774.72,22,909.85,66,0.0,4.0,31.166666666666668
917496694873,True,3656.96,88,58.69,100,0.0,4.0,33.166666666666664
919628533537,True,2405.0,91,934.68,59,0.0,6.0,67.85714285714286
917809243907,True,4444.02,38,240.53,65,0.0,6.0,39.25
918954246074,False,3980.05,37,683.82,66,0.0,4.0,42.111111111111114
917572687073,False,4998.07,7,848.73,41,0.0,4.0,48.333333333333336
919059515129,False,3289.65,82,760.99,86,0.0,2.0,42.142857142857146
918692304102,True,2824.85,9,101.59,41,0.0,3.0,34.6
919499255738,False,3420.44,20,815.73,43,0.0,4.0,49.125
919600650037,True,3340.21,95,611.03,39,0.0,8.0,40.285714285714285
917768360597,True,1119.53,43,439.29,50,0.0,9.0,63.0
917298867122,True,747.32,60,570.82,84,0.0,10.0,31.75
917760366580,True,256.96,95,676.03,32,0.0,9.0,45.666666666666664
917661300942,False,1054.01,46,433.25,96,0.0,6.0,26.5
919878128023,True,2728.9,31,630.38,38,0.0,7.0,22.333333333333332
919697368099,True,3145.41,76,274.74,71,0.0,7.0,37.8
917105495798,True,2990.49,35,534.06,62,0.0,3.0,38.0
919038447866,True,521.51,69,61.33,84,0.0,3.0,46.75
918537440949,True,1753.77,44,886.39,49,1.0,2.0,36.0
917575897664,True,4507.37,70,425.4,52,0.0,9.0,58.4
917925915326,True,318.43,95,410.69,44,0.0,5.0,50.625
919181627202,True,962.39,61,42.43,32,0.0,3.0,44.875
919832069709,False,3991.9,84,221.22,33,0.0,10.0,66.75
919774492599,True,3969.33,56,635.75,88,0.0,2.0,49.285714285714285
917962483440,False,210.68,86,558.08,1,0.0,5.0,54.2
919998123321,True,3246.64,18,772.37,96,0.0,3.0,48.166666666666664
917233595980,False,885.5,46,604.41,89,0.0,7.0,66.28571428571429
919676813221,True,58.55,98,712.31,47,0.0,5.0,46.625
918720532107,True,657.18,66,168.9,53,0.0,6.0,41.857142857142854
917615143045,True,4500.6,71,764.62,83,0.0,6.0,57.875
919251560728,True,3375.95,93,934.05,52,0.0,8.0,63.4
918295067571,True,689.9,67,951.18,56,0.0,3.0,48.166666666666664
917567622001,True,1191.15,92,28.58,100,0.0,6.0,94.0
919075346043,False,2901.72,74,326.97,21,0.0,4.0,52.2
918342094845,True,60.71,6,436.61,38,0.0,5.0,32.0
917139294754,True,3593.44,90,898.2,97,0.0,7.0,59.0
919139369476,True,4144.73,91,181.17,24,0.0,9.0,54.0
918093146603,False,674.63,31,649.36,40,0.0,5.0,36.714285714285715
917999329934,False,1433.69,59,522.39,98,0.0,6.0,44.666666666666664
917526227599,False,575.69,34,277.1,96,0.0,4.0,57.0
919564552498,True,1532.65,54,998.67,12,0.0,5.0,36.75
918415370893,False,4378.27,12,946.08,66,0.0,6.0,56.8
919262584884,True,1657.42,66,810.92,46,0.0,5.0,25.5
919043267129,True,760.23,35,220.9,28,0.0,5.0,73.33333333333333
918611439217,False,753.72,3,460.84,75,0.0,5.0,36.0
917130076950,False,3152.17,95,306.59,13,0.0,5.0,64.44444444444444
919090232661,True,539.98,67,292.16,43,0.0,6.0,40.125
918967770105,True,972.38,68,231.06,67,0.0,5.0,45.833333333333336
918553854176,True,1626.45,80,456.31,26,0.0,2.0,63.333333333333336
919820660931,False,522.27,93,66.53,5,0.0,6.0,48.0
918767792297,False,4384.52,72,456.81,65,0.0,7.0,25.0
917040588163,False,2371.41,32,543.1,11,0.0,7.0,56.0
919698511953,True,4462.26,83,896.58,75,0.0,2.0,61.666666666666664
918619930972,True,1245.31,26,889.12,35,0.0,6.0,55.75
917274695850,True,257.22,3,554.48,36,0.0,6.0,40.8
917271535964,True,4133.14,76,467.76,67,0.0,3.0,35.5
918579864877,False,1605.05,62,92.01,78,0.0,4.0,21.0
918995627518,True,1232.1,42,439.75,98,0.0,4.0,53.833333333333336
918345247256,False,2723.76,83,905.39,23,0.0,2.0,59.333333333333336
917022553699,False,1725.8,50,719.39,24,0.0,3.0,47.75
918689065733,True,378.41,94,29.31,91,0.0,4.0,70.33333333333333
918991836786,False,3321.24,38,661.51,31,1.0,7.0,54.5
919192202822,False,2836.89,80,110.69,92,0.0,3.0,62.714285714285715
919831604672,False,1079.46,85,535.4,19,0.0,4.0,59.0
918765670844,True,454.42,30,657.21,37,0.0,4.0,57.4
919363717591,True,2017.98,94,901.97,2,0.0,7.0,50.333333333333336
919780439666,True,1863.66,92,22.02,34,0.0,11.0,42.0
918043030161,False,4272.46,46,806.7,60,0.0,10.0,39.5
919893241312,True,2791.64,88,385.1,51,0.0,6.0,53.0
918178758213,True,2314.65,40,742.13,92,0.0,4.0,61.0
917563524533,False,371.05,37,654.28,90,0.0,5.0,64.0
917355134188,True,864.4,45,786.85,78,0.0,6.0,47.666666666666664
917607196157,False,2757.05,22,675.43,16,0.0,5.0,53.857142857142854
919249936731,True,4646.47,64,663.43,76,0.0,8.0,24.2
917126555049,True,2121.22,54,868.31,25,0.0,5.0,51.5
919952265565,True,475.32,51,286.54,72,0.0,3.0,69.6
917661989794,True,4566.63,7,36.11,72,0.0,5.0,57.5
919447485590,True,2596.8,75,723.7,16,0.0,6.0,59.5
917547374338,False,2566.54,25,900.65,26,0.0,3.0,45.666666666666664
917489432865,True,2377.65,12,194.39,44,0.0,3.0,62.4
918802089646,True,4440.32,97,25.68,92,0.0,6.0,73.66666666666667
918080555408,False,775.57,80,23.77,26,0.0,4.0,66.0
917205082311,False,615.52,66,457.11,97,0.0,10.0,46.5
918969062219,False,3484.4,16,719.85,76,0.0,9.0,56.25
918994056084,False,3534.24,49,161.86,98,0.0,5.0,15.333333333333334
917328639113,True,1898.75,33,518.41,93,0.0,2.0,43.333333333333336
917059780189,True,4918.49,56,814.02,1,0.0,1.0,55.666666666666664
918630774093,True,4728.32,87,898.47,95,0.0,3.0,49.857142857142854
918570200796,True,4523.31,46,938.35,91,0.0,8.0,57.6
917011759631,True,2446.92,22,691.41,13,0.0,3.0,29.666666666666668
918237578891,False,3425.47,60,225.07,40,0.0,8.0,74.0
917551395583,False,3432.94,0,186.99,14,0.0,6.0,28.0
918267467039,False,4666.15,41,264.8,9,0.0,6.0,69.2
918028439863,False,3828.47,59,627.88,88,0.0,7.0,66.0
918308032847,True,4526.31,20,128.76,60,0.0,5.0,62.333333333333336
919109688769,True,3198.46,99,117.34,80,0.0,5.0,54.6
918296423045,False,3864.23,51,861.33,21,0.0,4.0,32.5
