msisdn,event_occurrence_flag,tenure_in_days,rival_attraction_idx,customer_call_drop_frequency
917134319747,True,31,405,0.0
917600354779,False,66,402,0.0
918644068874,True,30,444,0.0
918995684432,True,83,325,0.0
919482206102,False,31,859,0.0
918978779220,True,54,994,0.0
917661074643,False,35,363,0.0
918181241943,False,12,446,0.0
919515465308,False,6,345,0.0
918811967841,True,38,621,0.0
917447116404,False,86,157,0.0
919960566236,False,5,303,0.0
919551341740,False,30,808,0.0
918146662918,False,63,633,0.0
919565153945,True,82,933,0.0
919115290517,True,85,456,0.0
918712595879,False,31,256,0.0
917545993322,True,75,951,0.0
919218954863,True,73,312,0.0
917114547603,False,65,496,0.0
919832148790,True,40,165,0.0
919751086697,False,98,741,0.0
917199447370,True,71,469,0.0
917351784589,False,54,827,0.0
917291889680,True,6,274,0.0
918475647712,True,65,985,0.0
918994013856,True,57,684,0.0
918311598149,True,85,388,0.0
918350275186,True,24,616,0.0
919611271078,False,99,882,0.0
917767990928,False,3,205,0.0
918482736884,True,21,201,0.0
917616657849,True,46,582,0.0
918198323340,True,75,881,0.0
919457877922,False,79,153,0.0
917077870311,False,47,454,0.0
917655579180,False,67,921,0.0
917656052639,True,29,895,0.0
918346087107,False,33,136,0.0
919568114320,False,31,590,0.0
918438512030,True,86,202,0.0
919320207740,False,89,589,0.0
919850615512,True,66,926,0.0
919287159563,True,95,443,0.0
919913696513,False,46,372,0.0
918251760286,False,72,262,0.0
919631321682,False,50,575,0.0
919179693243,True,59,799,0.0
919930900179,False,77,456,0.0
918174093450,False,6,204,0.0
917615447530,True,77,882,0.0
918079676542,True,28,957,0.0
919127657643,True,20,421,0.0
917752767775,False,19,855,0.0
918154334685,True,79,753,0.0
919367830246,True,67,375,0.0
919330497115,True,97,623,0.0
919955124970,True,59,922,0.0
919852263888,False,40,478,0.0
919985307816,True,0,820,0.0
917874275988,False,20,966,0.0
918342531599,False,42,222,0.0
917106532739,False,34,637,0.0
918961882949,True,83,940,0.0
919219050244,True,44,792,0.0
917244305931,False,6,463,0.0
917187657564,True,11,466,0.0
919829998009,True,15,443,0.0
918127677925,False,22,607,0.0
917496694873,True,88,890,0.0
919628533537,True,91,188,0.0
917809243907,True,38,225,0.0
918954246074,False,37,911,0.0
917572687073,False,7,510,0.0
919059515129,False,82,908,0.0
918692304102,True,9,521,0.0
919499255738,False,20,755,0.0
919600650037,True,95,688,0.0
917768360597,True,43,101,0.0
917298867122,True,60,547,0.0
917760366580,True,95,154,0.0
917661300942,False,46,418,0.0
919878128023,True,31,768,0.0
919697368099,True,76,482,0.0
917105495798,True,35,612,0.0
919038447866,True,69,211,0.0
918537440949,True,44,978,0.0
917575897664,True,70,919,0.0
917925915326,True,95,537,0.0
919181627202,True,61,303,0.0
919832069709,False,84,183,0.0
919774492599,True,56,889,0.0
917962483440,False,86,160,0.0
919998123321,True,18,910,0.0
917233595980,False,46,581,0.0
919676813221,True,98,255,0.0
918720532107,True,66,304,0.0
917615143045,True,71,136,0.0
919251560728,True,93,893,0.0
918295067571,True,67,463,0.0
917567622001,True,92,269,0.0
919075346043,False,74,564,0.0
918342094845,True,6,360,0.0
917139294754,True,90,927,0.0
919139369476,True,91,680,0.0
918093146603,False,31,913,0.0
917999329934,False,59,600,0.0
917526227599,False,34,823,0.0
919564552498,True,54,323,0.0
918415370893,False,12,177,0.0
919262584884,True,66,512,0.0
919043267129,True,35,433,0.0
918611439217,False,3,924,0.0
917130076950,False,95,166,0.0
919090232661,True,67,295,0.0
918967770105,True,68,830,0.0
918553854176,True,80,396,0.0
919820660931,False,93,151,0.0
918767792297,False,72,254,0.0
917040588163,False,32,233,0.0
919698511953,True,83,984,0.0
918619930972,True,26,182,0.0
917274695850,True,3,148,0.0
917271535964,True,76,230,0.0
918579864877,False,62,242,0.0
918995627518,True,42,870,0.0
918345247256,False,83,199,0.0
917022553699,False,50,734,0.0
918689065733,True,94,125,0.0
918991836786,False,38,394,0.0
919192202822,False,80,209,0.0
919831604672,False,85,661,0.0
918765670844,True,30,921,0.0
919363717591,True,94,345,0.0
919780439666,True,92,676,0.0
918043030161,False,46,506,0.0
919893241312,True,88,554,0.0
918178758213,True,40,354,0.0
917563524533,False,37,397,0.0
917355134188,True,45,878,0.0
917607196157,False,22,446,0.0
919249936731,True,64,455,0.0
917126555049,True,54,816,0.0
919952265565,True,51,701,0.0
917661989794,True,7,145,0.0
919447485590,True,75,930,0.0
917547374338,False,25,355,0.0
917489432865,True,12,871,0.0
918802089646,True,97,405,0.0
918080555408,False,80,989,0.0
917205082311,False,66,817,0.0
918969062219,False,16,837,0.0
918994056084,False,49,456,0.0
917328639113,True,33,560,0.0
917059780189,True,56,610,0.0
918630774093,True,87,742,0.0
918570200796,True,46,575,0.0
917011759631,True,22,709,0.0
918237578891,False,60,720,0.0
917551395583,False,0,215,0.0
918267467039,False,41,619,0.0
918028439863,False,59,596,0.0
918308032847,True,20,413,0.0
919109688769,True,99,449,0.0
918296423045,False,51,116,0.0
918186473561,True,7,211,0.0
918176977900,False,85,580,0.0
919110888847,True,94,229,0.0
918918360758,True,15,312,0.0
919750158124,False,12,601,0.0
917469306919,True,71,657,0.0
918028910147,True,79,940,0.0
917804841598,True,73,512,0.0
918028910147,True,18,635,0.0
918887869509,False,41,157,0.0
918145921803,True,41,115,0.0
918117936038,False,0,810,0.0
917698604397,False,43,977,0.0
919661410327,True,11,396,0.0
917000840218,False,31,286,0.0
919016446001,False,19,895,0.0
919110570534,False,88,371,0.0
917240752042,False,49,266,0.0
917610622521,True,80,835,0.0
918976686454,False,63,159,0.0
919772156452,True,56,693,0.0
918238551232,False,31,683,0.0
917109329542,False,74,741,0.0
918896312622,True,30,584,0.0
919702653209,False,85,695,0.0
918780831278,True,50,151,0.0
917323775634,True,23,101,0.0
919632983517,True,16,868,0.0
918620104855,False,1,849,0.0
917331013265,False,40,589,0.0
918947382419,False,62,386,0.0
918677115255,False,26,403,0.0
919639796200,False,53,246,0.0
917001233817,True,35,117,0.0
919326179846,True,57,225,0.0
919431451603,True,84,986,0.0
918836553621,True,62,322,0.0
919785614544,True,38,485,0.0
918757218651,False,10,193,0.0
919364360455,False,83,240,0.0
918523874287,True,11,936,0.0
918570267413,False,94,549,0.0
917398340369,True,29,996,0.0
918221405125,False,51,908,0.0
919597217228,True,73,136,0.0
917983297492,False,51,196,0.0
919122145416,True,11,975,0.0
917508469555,False,24,709,0.0
919998961044,True,76,849,0.0
919235986982,True,4,546,0.0
918345834347,False,34,888,0.0
917400330495,False,62,575,0.0
917364653118,False,90,855,0.0
919137772998,True,0,700,0.0
919946663769,True,54,782,0.0
918800599868,False,28,379,0.0
917937962865,False,46,577,0.0
919410529190,True,73,515,0.0
919140034179,True,95,231,0.0
918449071761,False,35,798,0.0
918136646449,True,15,737,0.0
918479250414,True,32,348,0.0
919915843503,True,85,226,0.0
918057314172,True,67,543,0.0
917751768690,True,47,411,0.0
919371162526,False,65,735,0.0
918666847218,False,27,146,0.0
918401239832,True,59,396,0.0
919137772998,False,99,949,0.0
919026213491,True,94,883,0.0
919021155136,True,35,280,0.0
919167021467,False,13,842,0.0
917973627242,True,9,458,0.0
919291890389,False,21,207,0.0
917271014739,True,20,419,0.0
917939393836,True,70,997,0.0
919880327491,False,24,368,0.0
919381646593,False,16,545,0.0
917000728926,False,49,245,0.0
919129513573,False,6,508,0.0
918327372855,False,32,331,0.0
917319322484,True,63,688,0.0
917035721701,True,8,235,0.0
919755074460,True,44,836,0.0
917189351213,False,85,798,0.0
918657587204,False,24,412,0.0
918183523503,False,36,671,0.0
917901058245,False,23,247,0.0
919842036826,False,64,864,0.0
919952295757,True,71,499,0.0
918546720356,True,49,623,0.0
918598757527,True,52,330,0.0
919321997415,False,18,428,0.0
917362190850,True,44,102,0.0
919764430053,True,46,606,0.0
917642441295,True,94,482,0.0
917708600119,False,41,969,0.0
919071783372,True,17,601,0.0
917360474643,True,96,217,0.0
919110742781,True,2,211,0.0
919457624231,True,61,477,0.0
918059257080,True,89,370,0.0
917157284993,False,64,262,0.0
919418790740,False,69,549,0.0
919337965699,True,35,647,0.0
917695895299,True,94,391,0.0
919398683232,True,100,200,0.0
917010508398,True,79,871,0.0
918014453592,True,25,151,0.0
919313174562,False,83,753,0.0
919691599845,True,26,240,0.0
918844300709,False,76,468,0.0
919449180965,True,37,852,0.0
919637264426,True,78,914,0.0
917280741389,False,38,888,0.0
917479101035,True,88,788,0.0
919528924461,False,61,601,0.0
918512701547,True,6,705,0.0
917789785197,False,54,415,0.0
917026333597,False,71,940,0.0
917701808367,True,7,180,0.0
918701018911,True,3,384,0.0
918682482133,True,69,967,0.0
919460306692,True,45,873,0.0
917412795741,False,50,651,0.0
917190420322,True,60,546,0.0
917935572425,True,12,566,0.0
919364991672,True,63,424,0.0
919070987704,True,100,489,0.0
918969024554,False,69,877,0.0
917224908174,False,27,501,0.0
919794049663,False,89,812,0.0
918358945892,True,70,903,0.0
919406685070,True,8,436,0.0
919021598245,False,50,827,0.0
917458072318,False,34,453,0.0
918718080443,False,55,453,0.0
917470939445,True,21,170,0.0
919788429082,True,31,994,0.0
918235614989,True,36,156,0.0
917256143439,False,82,368,0.0
918737739017,True,56,677,0.0
918466117662,True,38,148,0.0
918728296502,True,95,476,0.0
917572823571,False,63,496,0.0
917339428835,True,26,445,0.0
919621354709,True,93,821,0.0
917353670997,True,84,103,0.0
918994135221,True,17,563,0.0
918948821078,True,13,184,0.0
917499368558,False,1,940,0.0
919117634585,True,96,534,0.0
917807168703,True,8,762,0.0
918355711871,False,84,427,0.0
917647588523,True,62,460,0.0
917988114061,True,99,844,0.0
917770695571,True,98,765,0.0
918769661076,False,82,118,0.0
917685978550,False,96,480,0.0
919957849462,True,88,728,0.0
919179693243,True,56,581,0.0
918584392711,True,73,393,0.0
917189351213,False,53,165,0.0
918976385116,True,66,851,0.0
919389594115,True,94,194,0.0
919042811108,True,92,135,0.0
917461696451,False,42,402,0.0
917857641458,False,87,925,0.0
917053002550,False,24,979,0.0
917138754863,True,1,282,0.0
918713658874,True,95,614,0.0
919531370274,True,49,285,0.0
919058446131,False,13,376,0.0
918340499510,True,60,392,0.0
918910126009,True,97,901,0.0
917354528565,True,53,780,0.0
918584496586,True,69,837,0.0
919170137829,True,84,491,0.0
918579864877,False,47,221,0.0
919429027360,False,25,689,0.0
919102209245,False,28,500,0.0
917698594025,False,80,857,0.0
917204991360,False,0,238,0.0
919772404776,False,90,835,0.0
919928462203,False,66,728,0.0
917836038153,True,14,660,0.0
918471755952,False,64,177,0.0
917719731446,False,57,806,0.0
919841827734,False,69,644,0.0
919218356672,True,76,914,0.0
919640587058,False,53,589,0.0
918540170604,False,57,613,0.0
918428741189,True,27,651,0.0
919170137829,True,66,213,0.0
918158329197,False,72,769,0.0
917419420333,True,63,783,0.0
918502468844,True,38,484,0.0
917714418166,False,66,575,0.0
917882832553,True,22,830,0.0
919418790740,True,77,951,0.0
918590759039,False,85,293,0.0
918758503592,False,34,737,0.0
917642708893,False,50,542,0.0
917952396600,True,29,185,0.0
918014096062,False,94,710,0.0
918549972386,False,56,594,0.0
918799990470,True,65,625,0.0
919937966520,False,82,578,0.0
917705895455,True,75,121,0.0
919391179068,True,54,549,0.0
918194970235,False,61,987,0.0
919105400301,False,8,116,0.0
917415802902,False,83,989,0.0
918554039848,True,90,327,0.0
917183379287,True,31,173,0.0
917002903074,False,62,727,0.0
917987042690,False,67,536,0.0
917065917432,True,66,959,0.0
919252218154,True,8,736,0.0
918186473561,False,94,135,0.0
919996267442,False,99,725,0.0
918136107759,True,3,779,0.0
917761078677,False,1,766,0.0
919207160929,True,3,394,0.0
917331578205,True,89,870,0.0
919602550993,False,34,684,0.0
918072433719,True,69,874,0.0
919802348672,False,61,360,0.0
918702274064,True,34,726,0.0
919240979855,True,6,839,0.0
917762009939,False,36,468,0.0
918135840948,False,47,448,0.0
919107452219,True,30,926,0.0
917623424790,True,21,737,0.0
918264942028,False,81,297,0.0
919026213491,True,95,292,0.0
917494650131,True,68,144,0.0
918821616017,True,67,214,0.0
919655339870,False,64,668,0.0
919448450685,False,57,982,0.0
919779696951,True,16,993,0.0
918008752943,False,9,344,0.0
919325505783,True,27,485,0.0
918138832493,True,90,601,0.0
917802373824,True,40,615,0.0
919762327862,False,0,783,0.0
919139567857,False,56,418,0.0
919001129658,True,18,502,0.0
917610622521,True,31,648,0.0
919121337685,False,44,228,0.0
918506741005,False,25,868,0.0
917920299834,True,39,870,0.0
917312606333,False,47,538,0.0
918138409539,True,73,805,0.0
919993838759,True,47,223,0.0
917478163327,False,38,399,0.0
918571688961,True,28,117,0.0
918595939306,True,41,510,0.0
918446708474,False,20,198,0.0
917241030242,False,62,147,0.0
919059515129,False,15,723,0.0
917929613915,False,34,345,0.0
918612899327,False,38,675,0.0
918121448210,False,70,960,0.0
919755618874,False,79,733,0.0
918870403050,True,6,322,0.0
917156991958,True,75,585,0.0
918947217245,False,87,522,0.0
919176195719,False,35,475,0.0
918652113468,True,23,804,0.0
918948393831,True,1,694,0.0
919483321097,True,42,155,0.0
917722124509,False,7,121,0.0
917857695227,True,96,428,0.0
918632087531,False,84,650,0.0
919842377282,False,12,168,0.0
919823396242,False,87,789,0.0
919347621138,True,69,968,0.0
917137310137,True,1,541,0.0
919278475421,False,52,746,0.0
917564985269,True,46,606,0.0
917599707677,False,60,110,0.0
918915999663,False,29,454,0.0
919622240691,True,98,329,0.0
918475647712,False,88,776,0.0
919371272694,False,95,355,0.0
918314754322,False,93,244,0.0
918716605598,True,18,957,0.0
917733718685,True,21,427,0.0
918231317910,True,73,923,0.0
919609592494,True,66,796,0.0
918358798143,True,51,260,0.0
918892254518,False,61,409,0.0
919070046110,True,24,176,0.0
917681205304,False,40,631,0.0
918725373847,False,85,751,0.0
919355984014,False,96,320,0.0
917974021007,False,40,622,0.0
919304513663,True,80,125,0.0
917343411869,True,85,196,0.0
919836279709,False,78,739,0.0
918793981895,True,58,520,0.0
918163577186,False,43,588,0.0
917647588523,False,19,141,0.0
918713394023,True,62,910,0.0
918978370498,False,8,738,0.0
917678950361,False,0,554,0.0
917460852958,False,2,439,0.0
919187880715,False,42,674,0.0
918803136972,True,39,670,0.0
917718625803,True,19,374,0.0
918385585907,False,36,220,0.0
919077734079,False,69,233,0.0
917055685277,True,3,391,0.0
917550606479,False,67,971,0.0
917789711774,True,74,373,0.0
917089101055,False,99,346,0.0
918429633718,False,12,764,0.0
919427650861,False,75,382,0.0
919276297510,False,76,360,0.0
918215730003,False,25,309,0.0
919913311922,True,21,482,0.0
918780010572,True,94,729,0.0
918378170698,False,82,660,0.0
917189107235,False,21,134,0.0
918013465558,True,97,691,0.0
918510792572,True,29,244,0.0
917189995314,True,2,831,0.0
917136505587,False,60,953,0.0
917602887521,True,42,415,0.0
919420256439,True,25,440,0.0
918391242279,False,60,176,0.0
918349409434,True,34,805,0.0
919577014150,False,69,398,0.0
918422277848,True,15,716,0.0
919819193463,False,81,949,0.0
917794944308,True,56,483,0.0
919948595172,False,6,290,0.0
917638373812,True,89,499,0.0
919660933507,False,66,258,0.0
919885653126,False,3,272,0.0
917171347175,False,57,990,0.0
919106900240,True,69,642,0.0
917209088658,True,52,172,0.0
918397737837,False,4,674,0.0
917577551466,True,52,266,0.0
919260419271,False,95,214,0.0
918181241943,True,41,366,0.0
918932402710,True,24,655,0.0
919508990774,True,34,314,0.0
917330486187,False,62,555,0.0
917444900634,False,60,185,0.0
917005154842,True,24,191,0.0
918278244804,True,59,556,0.0
918385585907,True,29,159,0.0
918663571006,False,13,260,0.0
917597769760,False,29,867,0.0
919053775623,True,24,247,0.0
919617747281,False,6,848,0.0
917133114792,True,57,824,0.0
917205988231,True,92,345,0.0
918172248246,True,1,661,0.0
917430693397,True,5,559,0.0
919110742781,True,59,704,0.0
918934982045,False,12,400,0.0
918509882812,True,13,473,0.0
917456399159,False,81,503,0.0
919538197680,False,19,815,0.0
919193890388,False,81,500,0.0
917044325089,False,21,330,0.0
919007425404,False,16,569,0.0
919691864041,True,87,160,0.0
917005154842,False,90,534,0.0
918737581980,True,19,420,0.0
918934902523,False,24,304,0.0
919913311922,True,65,824,0.0
918564654057,True,65,258,0.0
919569503643,False,14,318,0.0
919338463041,True,48,344,0.0
919755618874,True,100,168,0.0
918993550742,True,85,624,0.0
917685904828,False,22,236,0.0
918378934717,False,81,853,0.0
918907911904,True,48,188,0.0
919013323898,True,95,273,0.0
917676952884,True,86,161,0.0
918371454094,False,3,681,0.0
917808428103,True,32,604,0.0
918918110391,False,49,690,0.0
918868992531,True,35,553,0.0
919697019445,True,41,328,0.0
919831604672,False,51,438,0.0
918397488262,False,67,642,0.0
917336590217,False,100,751,0.0
918173687378,False,4,168,0.0
917007721941,False,10,103,0.0
919424473755,False,45,751,0.0
917519709079,False,34,355,0.0
919204784775,True,44,456,0.0
917882382645,True,2,655,0.0
917789754192,False,23,151,0.0
918464137110,False,21,341,0.0
917841476312,True,16,769,0.0
918768499634,True,1,293,0.0
919150308852,False,74,500,0.0
917106496266,False,0,905,0.0
918600506062,False,85,936,0.0
917547847544,True,36,125,0.0
919674896065,True,38,970,0.0
919696569154,True,19,793,0.0
918778293161,False,84,601,0.0
917589530134,False,83,373,0.0
917443639751,False,10,657,0.0
919465587067,False,55,186,0.0
919783494552,True,86,654,0.0
918293285336,False,81,808,0.0
917992861641,False,48,779,0.0
917656448479,True,68,376,0.0
919034715642,False,93,776,0.0
917495762348,True,26,556,0.0
918143332519,False,51,599,0.0
917000791717,True,68,302,0.0
918441530442,True,91,367,0.0
918473460179,True,57,296,0.0
919909990149,True,19,118,0.0
919517360884,False,24,365,0.0
919004955678,True,59,710,0.0
918764798660,False,91,486,0.0
919164216179,False,58,929,0.0
919070704425,True,36,449,0.0
918986293827,False,1,779,0.0
917708657549,True,17,195,0.0
919405311630,False,9,563,0.0
919586000355,True,85,639,0.0
919225231724,True,48,724,0.0
917705769131,False,53,210,0.0
918288381269,True,51,790,0.0
919566881372,False,91,135,0.0
918419179580,True,92,799,0.0
918079501936,True,75,607,0.0
918267841227,False,88,757,0.0
918634550216,True,83,688,0.0
919162425423,False,93,583,0.0
919819193463,True,98,386,0.0
919934040683,False,17,883,0.0
918437681124,False,39,781,0.0
917491012945,True,28,903,0.0
917474439845,True,63,394,0.0
917968245518,False,32,163,0.0
918987551590,False,7,154,0.0
917127241247,True,73,592,0.0
917635708419,False,27,917,0.0
919945230984,False,75,826,0.0
919280292341,False,26,477,0.0
919877733629,True,70,336,0.0
918548020689,True,27,419,0.0
918793471616,False,89,337,0.0
918134900434,False,31,186,0.0
918222070629,True,34,301,0.0
918407863065,False,79,811,0.0
917842240083,True,71,203,0.0
918951244854,False,87,993,0.0
918592724766,True,86,968,0.0
917101792766,True,37,149,0.0
918930874468,True,30,456,0.0
918333191560,True,14,759,0.0
919696569154,False,40,419,0.0
917234187462,True,72,515,0.0
917730074215,True,4,513,0.0
917648357091,True,58,132,0.0
919965572185,False,40,785,0.0
919060228976,False,57,328,0.0
918396660850,True,64,858,0.0
917731517326,True,51,152,0.0
918881937953,True,18,507,0.0
917363626724,False,29,356,0.0
919494390866,True,30,510,0.0
918813504336,True,83,933,0.0
917624173500,False,54,798,0.0
919240915480,False,70,958,0.0
919799269793,True,22,853,0.0
917530836767,False,12,350,0.0
919945826425,False,46,429,0.0
919914107002,True,15,433,0.0
919119423746,False,6,586,0.0
917684370461,True,84,647,0.0
919377738671,True,96,545,0.0
919812163622,True,27,164,0.0
917509525588,True,17,620,0.0
917284382838,True,56,858,0.0
917864741933,False,54,688,0.0
918210200352,True,98,643,0.0
919357078276,False,3,473,0.0
918943088958,False,82,806,0.0
918535568489,True,93,598,0.0
918330159429,False,77,980,0.0
917858803763,True,92,552,0.0
917233110260,True,21,730,0.0
919113929257,False,56,476,0.0
917429740169,False,78,820,0.0
918939134358,False,83,644,0.0
918798011065,True,1,256,0.0
919694912057,False,64,814,0.0
918779466167,True,23,444,0.0
917939820934,True,64,373,0.0
919171325343,False,45,307,0.0
919408134650,False,89,766,0.0
918002547591,True,19,996,0.0
919623588379,True,79,797,0.0
