msisdn,tenure_in_days,survival_prob_pct,aggregated_call_drop_frequency,handover_failure_rate,average_rsrp_dbm
919770939734,66,63.33,0.0,0.0,47.4
918073127233,14,78.12,0.0,0.0,60.4
918885790857,10,72.22,0.0,0.0,47.5
919763021449,65,46.23,0.0,0.0,71.0
917973744985,12,4.18,0.0,0.0,46.333333333333336
917337786687,63,41.99,0.0,0.0,30.6
917419728551,77,53.54,0.0,0.0,51.857142857142854
919418790740,26,33.43,0.0,0.0,61.0
919043698731,23,26.88,0.0,0.0,43.0
919779696951,94,0.83,0.0,0.0,75.0
918683269674,88,27.22,0.0,0.0,25.0
919262084520,27,94.71,0.0,0.0,49.0
919894673596,73,88.51,0.0,0.0,42.6
917979069637,62,74.89,0.0,0.0,36.714285714285715
917028399849,75,48.44,0.0,0.0,57.0
917851546865,64,24.84,0.0,0.0,67.8
917716681967,2,94.55,0.0,0.0,39.666666666666664
918194970235,19,95.58,0.0,0.0,21.0
917168584421,25,64.59,0.0,0.0,62.25
917425093520,58,70.59,0.0,0.0,25.5
918958628128,50,80.25,0.0,0.0,48.75
918311597141,3,8.75,0.0,0.0,48.285714285714285
919506801119,54,17.79,0.0,0.0,50.0
917113236420,23,49.89,0.0,0.0,38.0
918155671697,40,95.38,0.0,0.0,46.0
919625549685,85,55.75,0.0,0.0,50.714285714285715
917916347640,57,25.56,0.0,0.0,32.8
917357730247,89,3.1,0.0,0.0,44.833333333333336
918134900434,6,16.84,0.0,0.0,52.25
918138485826,82,48.26,0.0,0.0,50.75
917172050713,8,11.76,0.0,0.0,56.5
919307507627,50,53.77,0.0,0.0,40.333333333333336
917772223853,94,14.41,0.0,0.0,36.0
918206596621,56,9.64,0.0,0.0,63.25
917529222385,81,68.51,0.0,0.0,51.333333333333336
919632627835,37,95.65,0.0,0.0,67.75
917376233267,48,63.26,0.0,0.0,53.6
919485517370,21,0.33,0.0,0.0,37.0
918323003336,4,85.56,0.0,0.0,71.83333333333333
919925111890,28,97.33,0.0,0.0,35.0
917506487119,91,91.13,0.0,0.0,31.8
917521795675,43,22.44,0.0,0.0,54.6
919605446007,5,32.09,0.0,0.0,64.66666666666667
919163970710,90,29.11,0.0,0.0,18.2
918991800019,72,56.52,0.0,0.0,52.0
917639875354,58,93.17,0.0,0.0,26.0
918194675791,42,66.25,0.0,0.0,62.36363636363637
919638923659,53,56.71,0.0,0.0,57.666666666666664
918521714121,27,74.57,0.0,0.0,50.5
917597060483,57,95.69,0.0,0.0,54.6
918165144965,71,46.07,0.0,0.0,63.0
919371162526,5,26.85,0.0,0.0,67.8
918734202799,61,32.45,0.0,0.0,37.27272727272727
918457218442,73,77.59,0.0,0.0,31.714285714285715
919501256025,59,2.22,0.0,0.0,15.0
917062293591,51,0.55,0.0,0.0,60.25
919996283266,52,52.8,0.0,0.0,56.0
919029164060,67,13.34,0.0,0.0,51.57142857142857
917134319747,31,25.84,0.0,0.0,56.8
917600354779,66,34.21,0.0,0.0,59.25
918644068874,30,94.68,0.0,0.0,41.0
918995684432,83,38.44,0.0,0.0,42.75
919482206102,31,21.28,0.0,0.0,52.75
918978779220,54,51.98,0.0,0.0,56.4
917661074643,35,17.98,0.0,0.0,55.25
918181241943,12,57.61,0.0,0.0,0.0
919515465308,6,12.63,0.0,0.0,51.5
918811967841,38,49.74,0.0,0.0,42.25
917447116404,86,80.87,0.0,0.0,44.166666666666664
919960566236,5,34.51,0.0,0.0,94.33333333333333
919551341740,30,75.03,0.0,0.0,48.5
918146662918,63,99.87,0.0,0.0,76.5
919565153945,82,67.24,0.0,0.0,88.5
919115290517,85,34.23,0.0,0.0,61.0
918712595879,31,67.64,0.0,0.0,68.8
917545993322,75,43.41,0.0,0.0,48.333333333333336
919218954863,73,31.35,0.0,0.0,42.666666666666664
917114547603,65,2.76,0.0,0.0,62.0
919832148790,40,4.03,0.0,0.0,68.14285714285714
919751086697,98,59.7,0.0,0.0,72.33333333333333
917199447370,71,80.66,0.0,0.0,37.333333333333336
917351784589,54,20.77,0.0,0.0,42.875
917291889680,6,93.22,0.0,0.0,50.0
918475647712,65,88.95,0.0,0.0,48.714285714285715
918994013856,57,60.46,0.0,0.0,52.5
918311598149,85,17.04,0.0,0.0,44.8
918350275186,24,63.58,0.0,0.0,48.0
919611271078,99,58.51,0.0,0.0,74.66666666666667
917767990928,3,20.79,0.0,0.0,30.5
918482736884,21,39.45,0.0,0.0,51.285714285714285
917616657849,46,96.99,0.0,0.0,53.6
918198323340,75,7.8,0.0,0.0,43.75
919457877922,79,18.44,0.0,0.0,52.0
917077870311,47,93.54,0.0,0.0,81.0
917655579180,67,88.14,0.0,0.0,40.5
917656052639,29,72.47,0.0,0.0,54.0
918346087107,33,0.47,0.0,0.0,45.5
919568114320,31,22.45,0.0,0.0,49.57142857142857
918438512030,86,61.53,0.0,0.0,57.333333333333336
919320207740,89,8.22,0.0,0.0,84.0
919850615512,66,49.76,0.0,0.0,49.09090909090909
919287159563,95,85.6,0.0,0.0,52.125
919913696513,46,87.19,0.0,0.0,46.5
918251760286,72,38.51,0.0,0.0,40.666666666666664
919631321682,50,12.67,0.0,0.0,43.2
919179693243,59,71.3,0.0,0.0,66.5
919930900179,77,84.12,0.0,0.0,38.2
918174093450,6,85.02,0.0,0.0,53.0
917615447530,77,77.92,0.0,0.0,76.0
918079676542,28,48.73,0.0,0.0,60.8
919127657643,20,93.71,0.0,0.0,40.25
917752767775,19,89.31,0.0,0.0,52.4
918154334685,79,20.79,0.0,0.0,40.5
919367830246,67,66.23,0.0,0.0,59.333333333333336
919330497115,97,64.74,0.0,0.0,37.0
919955124970,59,20.18,0.0,0.0,57.0
919852263888,40,46.7,0.0,0.0,42.166666666666664
919985307816,0,95.13,0.0,0.0,58.0
917874275988,20,78.16,0.0,0.0,30.333333333333332
918342531599,42,41.36,0.0,0.0,35.6
917106532739,34,23.94,0.0,0.0,46.666666666666664
918961882949,83,18.85,0.0,0.0,52.75
919219050244,44,56.57,0.0,0.0,90.0
917244305931,6,64.07,0.0,0.0,33.0
917187657564,11,93.77,0.0,0.0,51.666666666666664
919829998009,15,65.2,0.0,0.0,26.166666666666668
918127677925,22,7.91,0.0,0.0,31.166666666666668
917496694873,88,84.68,0.0,0.0,33.166666666666664
919628533537,91,88.85,0.0,0.0,67.85714285714286
917809243907,38,19.44,0.0,0.0,39.25
918954246074,37,98.36,0.0,0.0,42.111111111111114
917572687073,7,9.65,0.0,0.0,48.333333333333336
919059515129,82,16.83,0.0,0.0,42.142857142857146
918692304102,9,18.85,0.0,0.0,34.6
919499255738,20,78.68,0.0,0.0,49.125
919600650037,95,6.35,0.0,0.0,40.285714285714285
917768360597,43,21.64,0.0,0.0,63.0
917298867122,60,51.68,0.0,0.0,31.75
917760366580,95,18.19,0.0,0.0,45.666666666666664
917661300942,46,79.87,0.0,0.0,26.5
919878128023,31,6.04,0.0,0.0,22.333333333333332
919697368099,76,49.52,0.0,0.0,37.8
917105495798,35,92.57,0.0,0.0,38.0
919038447866,69,44.48,0.0,0.0,46.75
918537440949,44,29.72,0.0,0.0,36.0
917575897664,70,43.22,0.0,0.0,58.4
917925915326,95,26.71,0.0,0.0,50.625
919181627202,61,13.26,0.0,0.0,44.875
919832069709,84,62.94,0.0,0.0,66.75
919774492599,56,1.02,0.0,0.0,49.285714285714285
917962483440,86,11.69,0.0,0.0,54.2
919998123321,18,14.25,0.0,0.0,48.166666666666664
917233595980,46,23.55,0.0,0.0,66.28571428571429
919676813221,98,5.93,0.0,0.0,46.625
918720532107,66,91.81,0.0,0.0,41.857142857142854
917615143045,71,77.16,0.0,0.0,57.875
919251560728,93,67.93,0.0,0.0,63.4
918295067571,67,33.85,0.0,0.0,48.166666666666664
917567622001,92,37.77,0.0,0.0,94.0
919075346043,74,95.2,0.0,0.0,52.2
918342094845,6,67.63,0.0,0.0,32.0
917139294754,90,47.44,0.0,0.0,59.0
919139369476,91,76.19,0.0,0.0,54.0
918093146603,31,68.19,0.0,0.0,36.714285714285715
917999329934,59,75.62,0.0,0.0,44.666666666666664
917526227599,34,87.81,0.0,0.0,57.0
919564552498,54,37.92,0.0,0.0,36.75
918415370893,12,93.27,0.0,0.0,56.8
919262584884,66,72.7,0.0,0.0,25.5
919043267129,35,41.92,0.0,0.0,73.33333333333333
918611439217,3,83.4,0.0,0.0,36.0
917130076950,95,35.72,0.0,0.0,64.44444444444444
919090232661,67,77.1,0.0,0.0,40.125
918967770105,68,3.55,0.0,0.0,45.833333333333336
918553854176,80,75.39,0.0,0.0,63.333333333333336
919820660931,93,93.1,0.0,0.0,48.0
918767792297,72,2.52,0.0,0.0,25.0
917040588163,32,5.84,0.0,0.0,56.0
919698511953,83,91.67,0.0,0.0,61.666666666666664
918619930972,26,9.0,0.0,0.0,55.75
917274695850,3,52.81,0.0,0.0,40.8
917271535964,76,7.53,0.0,0.0,35.5
918579864877,62,46.96,0.0,0.0,21.0
918995627518,42,59.91,0.0,0.0,53.833333333333336
918345247256,83,55.12,0.0,0.0,59.333333333333336
917022553699,50,31.2,0.0,0.0,47.75
918689065733,94,21.57,0.0,0.0,70.33333333333333
918991836786,38,81.12,0.0,0.0,54.5
919192202822,80,48.81,0.0,0.0,62.714285714285715
919831604672,85,82.72,0.0,0.0,59.0
918765670844,30,41.61,0.0,0.0,57.4
919363717591,94,7.83,0.0,0.0,50.333333333333336
919780439666,92,67.27,0.0,0.0,42.0
918043030161,46,35.95,0.0,0.0,39.5
919893241312,88,99.19,0.0,0.0,53.0
918178758213,40,30.73,0.0,0.0,61.0
917563524533,37,33.1,0.0,0.0,64.0
917355134188,45,22.46,0.0,0.0,47.666666666666664
917607196157,22,28.71,0.0,0.0,53.857142857142854
919249936731,64,81.36,0.0,0.0,24.2
917126555049,54,53.01,0.0,0.0,51.5
919952265565,51,36.03,0.0,0.0,69.6
917661989794,7,2.79,0.0,0.0,57.5
919447485590,75,69.85,0.0,0.0,59.5
917547374338,25,23.53,0.0,0.0,45.666666666666664
917489432865,12,19.32,0.0,0.0,62.4
918802089646,97,51.6,0.0,0.0,73.66666666666667
918080555408,80,48.73,0.0,0.0,66.0
917205082311,66,51.29,0.0,0.0,46.5
918969062219,16,54.03,0.0,0.0,56.25
918994056084,49,49.69,0.0,0.0,15.333333333333334
917328639113,33,35.77,0.0,0.0,43.333333333333336
917059780189,56,23.8,0.0,0.0,55.666666666666664
918630774093,87,70.0,0.0,0.0,49.857142857142854
918570200796,46,33.13,0.0,0.0,57.6
917011759631,22,38.25,0.0,0.0,29.666666666666668
918237578891,60,43.18,0.0,0.0,74.0
917551395583,0,24.66,0.0,0.0,28.0
918267467039,41,54.84,0.0,0.0,69.2
918028439863,59,50.43,0.0,0.0,66.0
918308032847,20,77.04,0.0,0.0,62.333333333333336
919109688769,99,80.4,0.0,0.0,54.6
918296423045,51,82.99,0.0,0.0,32.5
918186473561,7,25.9,0.0,0.0,40.333333333333336
918176977900,85,39.08,0.0,0.0,36.77777777777778
919110888847,94,31.86,0.0,0.0,35.0
918918360758,15,89.57,0.0,0.0,46.0
919750158124,12,82.17,0.0,0.0,47.0
917469306919,71,70.9,0.0,0.0,48.5
918028910147,79,64.87,0.0,0.0,84.0
917804841598,73,16.61,0.0,0.0,52.833333333333336
918028910147,18,3.96,0.0,0.0,84.0
918887869509,41,88.07,0.0,0.0,3.0
918145921803,41,36.57,0.0,0.0,87.33333333333333
918117936038,0,47.44,0.0,0.0,41.666666666666664
917698604397,43,21.46,0.0,0.0,62.666666666666664
919661410327,11,78.53,0.0,0.0,38.0
917000840218,31,92.04,0.0,0.0,57.666666666666664
919016446001,19,67.44,0.0,0.0,19.0
919110570534,88,53.12,0.0,0.0,70.14285714285714
917240752042,49,83.51,0.0,0.0,24.0
917610622521,80,66.69,0.0,0.0,57.0
918976686454,63,63.49,0.0,0.0,41.166666666666664
919772156452,56,85.29,0.0,0.0,53.8
918238551232,31,77.8,0.0,0.0,54.375
917109329542,74,77.02,0.0,0.0,52.1
918896312622,30,20.52,0.0,0.0,31.5
919702653209,85,28.55,0.0,0.0,56.0
918780831278,50,38.79,0.0,0.0,49.2
917323775634,23,90.54,0.0,0.0,49.666666666666664
919632983517,16,82.32,0.0,0.0,46.6
918620104855,1,75.57,0.0,0.0,45.666666666666664
917331013265,40,69.55,0.0,0.0,3.0
918947382419,62,3.29,0.0,0.0,32.666666666666664
918677115255,26,78.13,0.0,0.0,70.33333333333333
919639796200,53,86.75,0.0,0.0,44.5
917001233817,35,94.3,0.0,0.0,45.166666666666664
919326179846,57,10.27,0.0,0.0,49.857142857142854
919431451603,84,59.76,0.0,0.0,64.71428571428571
918836553621,62,76.89,0.0,0.0,22.0
919785614544,38,18.2,0.0,0.0,42.0
918757218651,10,6.56,0.0,0.0,59.714285714285715
919364360455,83,0.44,0.0,0.0,55.57142857142857
918523874287,11,19.88,0.0,0.0,50.0
918570267413,94,21.84,0.0,0.0,50.857142857142854
917398340369,29,37.19,0.0,0.0,44.0
918221405125,51,91.95,0.0,0.0,69.77777777777777
919597217228,73,18.48,0.0,0.0,46.5
917983297492,51,43.51,0.0,0.0,30.333333333333332
919122145416,11,61.39,0.0,0.0,38.2
917508469555,24,65.87,0.0,0.0,53.888888888888886
919998961044,76,42.14,0.0,0.0,66.66666666666667
919235986982,4,13.19,0.0,0.0,29.8
918345834347,34,3.53,0.0,0.0,48.25
917400330495,62,33.84,0.0,0.0,59.333333333333336
917364653118,90,66.33,0.0,0.0,78.33333333333333
919137772998,0,73.23,0.0,0.0,76.0
919946663769,54,63.67,0.0,0.0,53.2
918800599868,28,88.09,0.0,0.0,57.0
917937962865,46,51.92,0.0,0.0,29.0
919410529190,73,33.76,0.0,0.0,4.0
919140034179,95,33.46,0.0,0.0,54.5
918449071761,35,0.62,0.0,0.0,42.0
918136646449,15,55.25,0.0,0.0,66.0
918479250414,32,86.68,0.0,0.0,46.36363636363637
919915843503,85,14.51,0.0,0.0,65.0
918057314172,67,5.35,0.0,0.0,71.0
917751768690,47,98.81,0.0,0.0,62.0
919371162526,65,5.34,0.0,0.0,67.8
918666847218,27,45.66,0.0,0.0,55.166666666666664
918401239832,59,80.44,0.0,0.0,53.5
919137772998,99,17.63,0.0,0.0,76.0
919026213491,94,58.35,0.0,0.0,43.0
919021155136,35,48.82,0.0,0.0,52.142857142857146
919167021467,13,57.7,0.0,0.0,35.333333333333336
917973627242,9,58.41,0.0,0.0,59.75
919291890389,21,54.13,0.0,0.0,43.333333333333336
917271014739,20,75.62,0.0,0.0,61.166666666666664
917939393836,70,42.39,0.0,0.0,55.5
919880327491,24,68.33,0.0,0.0,32.0
919381646593,16,21.42,0.0,0.0,46.22222222222222
917000728926,49,38.25,0.0,0.0,34.0
919129513573,6,99.55,0.0,0.0,55.5
918327372855,32,71.54,0.0,0.0,40.666666666666664
917319322484,63,10.52,0.0,0.0,29.666666666666668
917035721701,8,40.61,0.0,0.0,43.1
919755074460,44,18.22,0.0,0.0,59.857142857142854
917189351213,85,96.61,0.0,0.0,35.5
918657587204,24,19.37,0.0,0.0,41.0
918183523503,36,86.27,0.0,0.0,27.0
917901058245,23,67.96,0.0,0.0,37.714285714285715
919842036826,64,72.55,0.0,0.0,47.0
919952295757,71,12.91,0.0,0.0,66.33333333333333
918546720356,49,24.46,0.0,0.0,59.8
918598757527,52,60.81,0.0,0.0,43.285714285714285
919321997415,18,29.52,0.0,0.0,34.75
917362190850,44,52.15,0.0,0.0,39.42857142857143
919764430053,46,87.53,0.0,0.0,61.5
917642441295,94,52.53,0.0,0.0,56.4
917708600119,41,50.68,0.0,0.0,59.6
919071783372,17,94.31,0.0,0.0,34.0
917360474643,96,43.18,0.0,0.0,43.36363636363637
919110742781,2,9.2,0.0,0.0,38.166666666666664
919457624231,61,55.55,0.0,0.0,58.714285714285715
918059257080,89,77.22,0.0,0.0,25.285714285714285
917157284993,64,53.74,0.0,0.0,50.714285714285715
919418790740,69,47.82,0.0,0.0,61.0
919337965699,35,37.63,0.0,0.0,25.8
917695895299,94,6.1,0.0,0.0,46.0
919398683232,100,64.36,0.0,0.0,35.714285714285715
917010508398,79,74.03,0.0,0.0,57.666666666666664
918014453592,25,39.01,0.0,0.0,75.0
919313174562,83,59.95,0.0,0.0,74.0
919691599845,26,93.06,0.0,0.0,35.666666666666664
918844300709,76,73.6,0.0,0.0,45.0
919449180965,37,9.88,0.0,0.0,61.285714285714285
919637264426,78,82.21,0.0,0.0,46.25
917280741389,38,2.5,0.0,0.0,57.8
917479101035,88,82.16,0.0,0.0,43.833333333333336
919528924461,61,2.51,0.0,0.0,56.4
918512701547,6,2.89,0.0,0.0,56.4
917789785197,54,68.91,0.0,0.0,42.4
917026333597,71,11.72,0.0,0.0,46.75
917701808367,7,30.49,0.0,0.0,51.0
918701018911,3,89.22,0.0,0.0,44.44444444444444
918682482133,69,19.5,0.0,0.0,59.2
919460306692,45,64.16,0.0,0.0,74.14285714285714
917412795741,50,24.72,0.0,0.0,66.0
917190420322,60,98.95,0.0,0.0,48.625
917935572425,12,66.8,0.0,0.0,43.5
919364991672,63,97.36,0.0,0.0,56.0
919070987704,100,91.48,0.0,0.0,45.8
918969024554,69,45.57,0.0,0.0,37.166666666666664
917224908174,27,46.73,0.0,0.0,54.44444444444444
919794049663,89,25.38,0.0,0.0,40.0
918358945892,70,61.31,0.0,0.0,38.166666666666664
919406685070,8,53.27,0.0,0.0,85.5
919021598245,50,80.53,0.0,0.0,59.0
917458072318,34,78.02,0.0,0.0,69.0
918718080443,55,79.49,0.0,0.0,72.0
917470939445,21,98.38,0.0,0.0,54.42857142857143
919788429082,31,2.3,0.0,0.0,78.42857142857143
918235614989,36,62.87,0.0,0.0,26.5
917256143439,82,89.66,0.0,0.0,53.833333333333336
918737739017,56,14.54,0.0,0.0,35.111111111111114
918466117662,38,98.24,0.0,0.0,65.0
918728296502,95,7.94,0.0,0.0,36.666666666666664
917572823571,63,28.78,0.0,0.0,36.666666666666664
917339428835,26,98.21,0.0,0.0,43.125
919621354709,93,11.22,0.0,0.0,69.16666666666667
917353670997,84,48.03,0.0,0.0,63.6
918994135221,17,22.12,0.0,0.0,43.75
918948821078,13,65.04,0.0,0.0,59.142857142857146
917499368558,1,19.2,0.0,0.0,54.75
